HOUR,TOTALLOAD,NGPRICE,SOLAR,WIND,PRICE
0,57.8597947802874,5.1509374999999995,0.0,0.2223069672449787,55.460065276695246
1,57.91604490549386,5.1775,0.0,0.2173157075804477,50.858837685113016
2,58.00287694206757,5.2040625,0.0,0.2176962149593262,51.496357170693685
3,58.34620509845196,5.230625,0.0,0.2194502991865236,54.29589925954794
4,59.160566726686994,5.2571875,0.0,0.2148308136683224,57.92698850350741
5,60.54595278023379,5.2837499999999995,0.0,0.2098918246346555,65.74353176149648
6,62.06128045448874,5.3103125,0.0,0.2009625119381854,80.7668170303975
7,62.956663155670896,5.336875,0.0003778672689519,0.1898358430638543,92.4084772018706
8,63.46792441372709,5.3634375,0.0421974058834256,0.1734874521632712,142.2458700311769
9,64.04877927049041,5.39,0.1412790626812229,0.1615577850886665,156.90881819953233
10,63.912178654646894,5.4165624999999995,0.2244656197286985,0.1449198767067405,134.04127143413874
11,63.15736087594936,5.443125,0.3433332541179932,0.1220829862980826,93.4894885035074
12,61.83042138610333,5.4696875,0.4421975220324704,0.0977841834281189,83.09514906469214
13,60.18882898608405,5.49625,0.5228278609485518,0.1002001077436229,75.27860580670304
14,58.85070673297871,5.5228125,0.5387230562971309,0.1063028181796366,73.47692030397506
15,58.110096822088245,5.5493749999999995,0.4958959330326256,0.1000793041057759,70.28932287607171
16,58.74287540163769,5.5759375,0.3795569914715334,0.0906317668034458,76.49820830085737
17,61.958845630042624,5.6025,0.0668424043012687,0.0809026515969572,129.30145265003898
18,65.09924368708553,5.6290625,0.0,0.0908942106879754,163.58891367887765
19,65.4286624195969,5.655625,0.0,0.1056878980155016,150.45046862821513
20,65.37193480433858,5.6821875,0.0,0.1223636767691311,131.3526022992985
21,64.35120376153601,5.70875,0.0,0.1419875663859093,100.50220284489478
22,62.172568901973214,5.7353125,0.0,0.1646647592445948,95.651511106781
23,60.09068400360798,5.761875,0.0,0.1707275623065294,79.21459567420109
24,58.54928217193526,5.7884375,0.0,0.162683905934298,79.9907063522993
25,57.77612634163124,5.815,0.0,0.1499533673601612,69.48549395946999
26,57.470131465646325,5.8415625,0.0,0.1498435428214911,71.89698070927514
27,57.645146701027016,5.868125,0.0,0.142591774098337,78.60479442712392
28,58.62351940891076,5.8946875,0.0,0.1332800726129628,114.8602503897116
29,60.99989936408804,5.921250000000001,0.0,0.1189855449331701,132.57220479345284
30,64.16713414114882,5.9478125,0.0,0.1064293608331533,449.00361554949336
31,65.99981251794219,5.974375,0.0002088627622973,0.1020391958342332,511.0924697973499
32,66.60964049130934,6.0009375,0.0292537095852849,0.096477809900895,313.6000204598597
33,67.3173915428754,6.0275,0.1051658159284751,0.0859612673433638,256.1955485190959
34,67.53429468555392,6.054062500000001,0.1561080669845371,0.0815225554195762,167.5803400233827
35,67.03757966221595,6.080625,0.2142298023684592,0.0791982223981954,126.69593823070927
36,66.15519300342059,6.1071875,0.2548512593171639,0.0855079390492645,100.05871102883866
37,65.47869994478137,6.13375,0.2243680628726587,0.0914594265831593,87.00342069368666
38,65.06996811175812,6.1603125,0.2075640273247023,0.1056215548196674,82.18044719407638
39,65.12883943344329,6.186875000000001,0.179548366471854,0.1234674384853502,83.28917673421668
40,66.08998871674899,6.2134375,0.1210151629744906,0.1402527399515273,98.64508086515976
41,68.67462660075275,6.24,0.0237248986090534,0.1516504135531399,212.5116046375682
42,70.65944958764958,6.24,0.0,0.1662869874499076,272.79877338269677
43,70.47156893111557,6.24,0.0,0.1678015500203969,193.8017936477007
44,69.7336104232155,6.24,0.0,0.1731800702133275,174.59305436477007
45,67.96093036563569,6.24,0.0,0.2009745724569865,125.42089925954794
46,65.07701819462622,6.24,0.0,0.2488700230364984,108.873110872954
47,62.834619098290105,6.24,0.0,0.2963496626112831,85.72838172252533
48,61.64416182735724,6.24,0.0,0.3481723709836105,71.7583895167576
49,61.39028618428711,6.24,0.0,0.3772560453051136,67.68380845674201
50,61.61605682745573,6.24,0.0,0.400097799006551,67.07400720966486
51,62.42605796692014,6.24,0.0,0.4098036380870107,69.20831157443492
52,63.88812702898606,6.24,0.0,0.4080465365584431,104.07785561184724
53,66.7815307359782,6.24,0.0,0.4054274705924699,125.55949045206548
54,70.55467832438751,6.24,0.0,0.4075918705156816,280.947935502728
55,71.71801920079064,6.24,0.0022535812506157,0.4151018671561923,259.9929471940764
56,69.98827294254106,6.24,0.2036590584558018,0.3494127486861997,168.19014127045986
57,66.89980192582745,6.24,0.643918569863188,0.2536125202889161,163.83837782540917
58,63.4897663082291,6.24,0.724226277872665,0.1793729877378638,144.491047349961
59,59.88218001429174,6.24,0.7312111389152791,0.1393557421831881,127.00083885424785
60,56.40463322545478,6.24,0.7213989306471953,0.1145362317087802,114.11185795011691
61,53.60700301987022,6.24,0.7226757098867239,0.1022426017325366,107.48719894777864
62,51.14372987286588,6.24,0.7361874471453655,0.0984236615074508,104.16101032735776
63,49.6211487784615,6.24,0.7024192878290672,0.0868544196962061,104.7985298129384
64,49.53493471583536,6.24,0.4949941212482353,0.0626109339380414,113.3080290335152
65,52.41958654152821,6.24,0.0866633335484075,0.0380958345691454,133.26516075604053
66,56.70933098704527,6.17375,0.0,0.0357427989345619,170.82337392829305
67,58.01808385145,6.1075,0.0,0.0405246790007918,161.06655397505847
68,58.79444992770227,6.04125,0.0,0.07099713368368,160.20728858144972
69,58.4463584428396,5.9750000000000005,0.0,0.119159896479735,143.49319076383475
70,56.66439469616798,5.90875,0.0,0.1563408559019029,128.05413191738114
71,55.08182731567271,5.8425,0.0,0.1668300789000072,123.25887665627435
