HOUR,TOTALLOAD,PRICE,WIND,SOLAR
0,41.1606441760217,25179.47505876208,0.4561699999999999,1.2025589212669891e-06
1,40.7941910441224,20572.789240010447,0.49187,1.2025589212669891e-06
2,40.219377668051145,18826.706711935232,0.50245,1.2025589212669891e-06
3,39.92395664639164,20201.28231914337,0.52171,2.4051178425339782e-06
4,40.1272196816729,21092.898929224342,0.55055,1.2025589212669891e-06
5,40.7386991490192,23321.940454426745,0.54474,1.2025589212669891e-06
6,41.5048007665026,33055.4217811439,0.52869,1.2025589212669891e-06
7,41.94214782605143,36436.13476103421,0.52251,0.0001871178245608
8,42.61778385903975,36770.49098981457,0.5243099999999999,0.039398746981473
9,43.89127121876129,37513.50483154871,0.52692,0.1647866847143949
10,45.15014613570276,35953.17576390703,0.52057,0.1742272391827904
11,45.64315022349465,33241.17524157744,0.53391,0.2190283422776323
12,45.53758627267823,29860.462261687124,0.51693,0.2108091176444999
13,45.01775561033282,27259.913815617656,0.51981,0.2094650666713214
14,44.36609192221192,25736.73544006268,0.5137700000000001,0.163863449994771
15,43.9322531157188,22281.72107599896,0.52711,0.1061749180672135
16,44.203647115316,27334.21519979107,0.52646,0.0551554820875082
17,46.05845259720225,41860.13580569339,0.52036,0.0155155000684877
18,47.31136298073857,42900.35518412118,0.55513,1.2025589212669891e-06
19,46.73021443548758,38479.42282580308,0.6071500000000001,1.2025589212669891e-06
20,45.82607355507904,34912.95638547924,0.62632,1.2025589212669891e-06
21,44.36290030369023,29749.010185427003,0.5935199999999999,1.2025589212669891e-06
22,42.085938784390734,30603.47610342126,0.58948,1.2025589212669891e-06
23,39.63288262445525,38962.38182293027,0.5742,1.2025589212669891e-06
24,37.8145615648584,20721.39200835728,0.54089,1.2025589212669891e-06
25,36.62973350196143,4560.840950639853,0.55444,2.4051178425339782e-06
26,35.946652608097736,3854.977800992426,0.54513,1.2025589212669891e-06
27,35.922987121461865,6864.18386001567,0.5700200000000001,1.2025589212669891e-06
28,36.76572876660919,14182.870201096892,0.5635,1.2025589212669891e-06
29,38.80529055542877,21501.55654217812,0.53966,1.2025589212669891e-06
30,41.46908107388124,33315.476625750845,0.51948,1.2025589212669891e-06
31,43.448044483111374,44274.93079132934,0.52258,0.0005777295774841
32,44.02851517134372,51705.06920867067,0.5119,0.124265749603834
33,44.54449331959548,47395.58892661269,0.46904,0.3783212798365247
34,44.96191111742158,49476.027683468266,0.42416,0.441527317704398
35,44.95102494800474,43383.31418124836,0.43081,0.4043792580103195
