HOUR,NGPRICE
0,2.0841666666666665
1,2.083333333333333
2,2.0825
3,2.0816666666666666
4,2.080833333333333
5,2.08
6,2.0791666666666666
7,2.078333333333333
8,2.0774999999999997
9,2.0766666666666667
10,2.075833333333333
11,2.0749999999999997
12,2.0741666666666667
13,2.0733333333333333
14,2.0725
15,2.0716666666666663
16,2.0708333333333333
17,2.07
18,2.0691666666666664
19,2.0683333333333334
20,2.0675
21,2.0666666666666664
22,2.065833333333333
23,2.065
24,2.0641666666666665
25,2.063333333333333
26,2.0625
27,2.0616666666666665
28,2.060833333333333
29,2.0599999999999996
30,2.0591666666666666
31,2.058333333333333
32,2.0574999999999997
33,2.0566666666666666
34,2.055833333333333
35,2.0549999999999997
36,2.0541666666666667
37,2.0533333333333332
38,2.0524999999999998
39,2.0516666666666663
40,2.0508333333333333
41,2.05
42,2.0504166666666666
43,2.0508333333333333
44,2.05125
45,2.0516666666666667
46,2.052083333333333
47,2.0524999999999998
48,2.0529166666666665
49,2.0533333333333332
50,2.05375
51,2.0541666666666667
52,2.0545833333333334
53,2.0549999999999997
54,2.0554166666666664
55,2.055833333333333
56,2.05625
57,2.0566666666666666
58,2.0570833333333334
59,2.0575
60,2.057916666666667
61,2.0583333333333336
62,2.05875
63,2.0591666666666666
64,2.0595833333333333
65,2.06
66,2.0605555555555557
67,2.0611111111111113
68,2.0616666666666665
69,2.062222222222222
70,2.062777777777778
71,2.0633333333333335
72,2.063888888888889
73,2.0644444444444443
74,2.065
75,2.0655555555555556
76,2.0661111111111112
77,2.0666666666666664
78,2.067222222222222
79,2.0677777777777777
80,2.0683333333333334
81,2.068888888888889
82,2.069444444444444
83,2.07
84,2.0705555555555555
85,2.071111111111111
86,2.0716666666666668
87,2.072222222222222
88,2.0727777777777776
89,2.0733333333333333
90,2.073888888888889
91,2.0744444444444445
92,2.075
93,2.0755555555555554
94,2.076111111111111
95,2.0766666666666667
96,2.0772222222222223
97,2.077777777777778
98,2.078333333333333
99,2.078888888888889
100,2.0794444444444444
101,2.08
102,2.0805555555555557
103,2.0811111111111114
104,2.081666666666667
105,2.082222222222222
106,2.082777777777778
107,2.0833333333333335
108,2.083888888888889
109,2.0844444444444448
110,2.085
111,2.0855555555555556
112,2.0861111111111112
113,2.086666666666667
114,2.0872222222222225
115,2.087777777777778
116,2.0883333333333334
117,2.088888888888889
118,2.0894444444444447
119,2.0900000000000003
120,2.090555555555556
121,2.091111111111111
122,2.091666666666667
123,2.0922222222222224
124,2.092777777777778
125,2.0933333333333337
126,2.093888888888889
127,2.0944444444444446
128,2.095
129,2.095555555555556
130,2.096111111111111
131,2.0966666666666667
132,2.0972222222222223
133,2.097777777777778
134,2.0983333333333336
135,2.098888888888889
136,2.0994444444444444
137,2.1
138,2.1029166666666668
139,2.1058333333333334
140,2.10875
141,2.111666666666667
142,2.1145833333333335
143,2.1175
144,2.120416666666667
145,2.1233333333333335
146,2.12625
147,2.129166666666667
148,2.1320833333333336
149,2.135
150,2.1379166666666665
151,2.140833333333333
152,2.14375
153,2.1466666666666665
154,2.149583333333333
155,2.1525
156,2.1554166666666665
157,2.158333333333333
158,2.16125
159,2.1641666666666666
160,2.1670833333333333
161,2.17
162,2.1666666666666665
163,2.163333333333333
164,2.16
165,2.1566666666666667
166,2.1533333333333333
167,2.15
168,2.1466666666666665
169,2.143333333333333
170,2.1399999999999997
171,2.1366666666666667
172,2.1333333333333333
173,2.13
174,2.1266666666666665
175,2.123333333333333
176,2.12
177,2.1166666666666667
178,2.1133333333333333
179,2.11
180,2.1066666666666665
181,2.103333333333333
182,2.0999999999999996
183,2.0966666666666667
184,2.0933333333333333
185,2.09
186,2.0883333333333334
187,2.0866666666666664
188,2.085
189,2.083333333333333
190,2.0816666666666666
191,2.08
192,2.078333333333333
193,2.0766666666666667
194,2.0749999999999997
195,2.0733333333333333
196,2.0716666666666663
197,2.07
198,2.0683333333333334
199,2.0666666666666664
200,2.065
201,2.063333333333333
202,2.0616666666666665
203,2.0599999999999996
204,2.058333333333333
205,2.0566666666666666
206,2.0549999999999997
207,2.0533333333333332
208,2.0516666666666663
209,2.05
210,2.05
211,2.05
212,2.05
213,2.05
214,2.05
215,2.05
216,2.05
217,2.05
218,2.05
219,2.05
220,2.05
221,2.05
222,2.05
223,2.05
224,2.05
225,2.05
226,2.05
227,2.05
228,2.05
229,2.05
230,2.05
231,2.05
232,2.05
233,2.05
234,2.049722222222222
235,2.049444444444444
236,2.0491666666666664
237,2.0488888888888885
238,2.0486111111111107
239,2.048333333333333
240,2.0480555555555555
241,2.0477777777777777
242,2.0475
243,2.047222222222222
244,2.0469444444444442
245,2.0466666666666664
246,2.0463888888888886
247,2.0461111111111108
248,2.045833333333333
249,2.045555555555555
250,2.0452777777777773
251,2.045
252,2.044722222222222
253,2.0444444444444443
254,2.0441666666666665
255,2.0438888888888886
256,2.043611111111111
257,2.043333333333333
258,2.043055555555555
259,2.0427777777777774
260,2.0424999999999995
261,2.0422222222222217
262,2.0419444444444443
263,2.0416666666666665
264,2.0413888888888887
265,2.041111111111111
266,2.040833333333333
267,2.0405555555555552
268,2.0402777777777774
269,2.04
270,2.039722222222222
271,2.0394444444444444
272,2.0391666666666666
273,2.0388888888888888
274,2.038611111111111
275,2.038333333333333
276,2.0380555555555553
277,2.0377777777777775
278,2.0375
279,2.0372222222222223
280,2.0369444444444444
281,2.0366666666666666
282,2.036388888888889
283,2.036111111111111
284,2.035833333333333
285,2.0355555555555553
286,2.0352777777777775
287,2.035
288,2.0347222222222223
289,2.0344444444444445
290,2.0341666666666667
291,2.033888888888889
292,2.033611111111111
293,2.033333333333333
294,2.0330555555555554
295,2.0327777777777776
296,2.0324999999999998
297,2.032222222222222
298,2.031944444444444
