HOUR,NGPRICE
1831,2.5125
1832,2.50625
1833,2.5
1834,2.4937500000000004
1835,2.4875000000000003
1836,2.48125
1837,2.475
1838,2.46875
1839,2.4625000000000004
1840,2.4562500000000003
1841,2.45
1842,2.4533333333333336
1843,2.456666666666667
1844,2.46
1845,2.4633333333333334
1846,2.466666666666667
1847,2.47
1848,2.4733333333333336
1849,2.4766666666666666
1850,2.48
1851,2.4833333333333334
1852,2.486666666666667
1853,2.49
1854,2.493333333333333
1855,2.4966666666666666
1856,2.5
1857,2.5033333333333334
1858,2.5066666666666664
1859,2.51
1860,2.513333333333333
1861,2.5166666666666666
1862,2.52
1863,2.523333333333333
1864,2.5266666666666664
1865,2.53
1866,2.5302777777777776
1867,2.5305555555555554
1868,2.5308333333333333
1869,2.531111111111111
1870,2.531388888888889
1871,2.5316666666666663
1872,2.531944444444444
1873,2.532222222222222
1874,2.5324999999999998
1875,2.5327777777777776
1876,2.5330555555555554
1877,2.533333333333333
1878,2.533611111111111
1879,2.533888888888889
1880,2.5341666666666667
1881,2.5344444444444445
1882,2.5347222222222223
1883,2.535
1884,2.5352777777777775
1885,2.5355555555555553
1886,2.535833333333333
1887,2.536111111111111
1888,2.536388888888889
1889,2.5366666666666666
1890,2.5369444444444444
1891,2.5372222222222223
1892,2.5375
1893,2.5377777777777775
1894,2.5380555555555553
1895,2.538333333333333
1896,2.538611111111111
1897,2.5388888888888888
1898,2.5391666666666666
1899,2.5394444444444444
1900,2.539722222222222
1901,2.54
1902,2.5402777777777774
1903,2.5405555555555552
1904,2.540833333333333
1905,2.541111111111111
1906,2.5413888888888887
1907,2.5416666666666665
1908,2.5419444444444443
1909,2.5422222222222217
1910,2.5424999999999995
1911,2.5427777777777774
1912,2.543055555555555
1913,2.543333333333333
1914,2.543611111111111
1915,2.5438888888888886
1916,2.5441666666666665
1917,2.5444444444444443
1918,2.544722222222222
1919,2.545
1920,2.5452777777777773
1921,2.545555555555555
1922,2.545833333333333
1923,2.5461111111111108
1924,2.5463888888888886
1925,2.5466666666666664
1926,2.5469444444444442
1927,2.547222222222222
1928,2.5475
1929,2.5477777777777777
1930,2.5480555555555555
1931,2.548333333333333
1932,2.5486111111111107
1933,2.5488888888888885
1934,2.5491666666666664
1935,2.549444444444444
1936,2.549722222222222
1937,2.55
1938,2.5504166666666666
1939,2.5508333333333333
1940,2.55125
1941,2.5516666666666667
1942,2.552083333333333
1943,2.5524999999999998
1944,2.5529166666666665
1945,2.5533333333333332
1946,2.55375
1947,2.5541666666666667
1948,2.5545833333333334
1949,2.5549999999999997
1950,2.5554166666666664
1951,2.555833333333333
1952,2.55625
1953,2.5566666666666666
1954,2.5570833333333334
1955,2.5575
1956,2.557916666666667
1957,2.5583333333333336
1958,2.55875
1959,2.5591666666666666
1960,2.5595833333333333
1961,2.56
1962,2.56
1963,2.56
1964,2.56
1965,2.56
1966,2.56
1967,2.56
1968,2.56
1969,2.56
1970,2.56
1971,2.56
1972,2.56
1973,2.56
1974,2.56
1975,2.56
1976,2.56
1977,2.56
1978,2.56
1979,2.56
1980,2.56
1981,2.56
1982,2.56
1983,2.56
1984,2.56
1985,2.56
1986,2.5583333333333336
1987,2.5566666666666666
1988,2.555
1989,2.5533333333333332
1990,2.5516666666666667
1991,2.55
1992,2.5483333333333333
1993,2.546666666666667
1994,2.545
1995,2.5433333333333334
1996,2.5416666666666665
1997,2.54
1998,2.5383333333333336
1999,2.5366666666666666
2000,2.535
2001,2.533333333333333
2002,2.5316666666666667
2003,2.5300000000000002
2004,2.5283333333333333
2005,2.526666666666667
2006,2.525
2007,2.5233333333333334
2008,2.5216666666666665
2009,2.52
2010,2.52
2011,2.52
2012,2.52
2013,2.52
2014,2.52
2015,2.52
2016,2.52
2017,2.52
2018,2.52
2019,2.52
2020,2.52
2021,2.52
2022,2.52
2023,2.52
2024,2.52
2025,2.52
2026,2.52
2027,2.52
2028,2.52
2029,2.52
2030,2.52
2031,2.52
2032,2.52
2033,2.52
2034,2.5208333333333335
2035,2.5216666666666665
2036,2.5225
2037,2.5233333333333334
2038,2.524166666666667
2039,2.525
2040,2.5258333333333334
2041,2.526666666666667
2042,2.5275
2043,2.5283333333333333
2044,2.529166666666667
2045,2.5300000000000002
2046,2.5308333333333333
2047,2.5316666666666667
2048,2.5325
2049,2.533333333333333
2050,2.5341666666666667
2051,2.535
2052,2.535833333333333
2053,2.5366666666666666
2054,2.5375
2055,2.5383333333333336
2056,2.5391666666666666
2057,2.54
2058,2.5408333333333335
2059,2.5416666666666665
2060,2.5425
2061,2.5433333333333334
