HOUR,NGPRICE
0,3.812222222222222
1,3.811111111111111
2,3.81
3,3.8088888888888888
4,3.807777777777778
5,3.8066666666666666
6,3.8055555555555554
7,3.8044444444444445
8,3.8033333333333332
9,3.8022222222222224
10,3.801111111111111
11,3.8
12,3.798888888888889
13,3.7977777777777777
14,3.796666666666667
15,3.7955555555555556
16,3.7944444444444447
17,3.7933333333333334
18,3.792222222222222
19,3.7911111111111113
20,3.79
21,3.7888888888888888
22,3.787777777777778
23,3.7866666666666666
24,3.785555555555556
25,3.7844444444444445
26,3.783333333333333
27,3.7822222222222224
28,3.781111111111111
29,3.7800000000000002
30,3.778888888888889
31,3.7777777777777777
32,3.776666666666667
33,3.7755555555555556
34,3.7744444444444443
35,3.7733333333333334
36,3.772222222222222
37,3.771111111111111
38,3.77
39,3.7688888888888887
40,3.767777777777778
41,3.7666666666666666
42,3.7655555555555553
43,3.7644444444444445
44,3.763333333333333
45,3.7622222222222224
46,3.761111111111111
47,3.76
48,3.758888888888889
49,3.7577777777777777
50,3.756666666666667
51,3.7555555555555555
52,3.7544444444444447
53,3.7533333333333334
54,3.752222222222222
55,3.7511111111111113
56,3.75
57,3.748888888888889
58,3.747777777777778
59,3.746666666666667
60,3.7455555555555557
61,3.7444444444444445
62,3.7433333333333336
63,3.7422222222222223
64,3.7411111111111115
65,3.74
66,3.7395833333333335
67,3.7391666666666667
68,3.73875
69,3.7383333333333333
70,3.737916666666667
71,3.7375000000000003
72,3.7370833333333335
73,3.736666666666667
74,3.73625
75,3.7358333333333333
76,3.7354166666666666
77,3.7350000000000003
78,3.7345833333333336
79,3.734166666666667
80,3.73375
81,3.7333333333333334
82,3.7329166666666667
83,3.7325
84,3.732083333333333
85,3.7316666666666665
86,3.73125
87,3.7308333333333334
88,3.7304166666666667
89,3.73
90,3.732083333333333
91,3.734166666666667
92,3.73625
93,3.7383333333333333
94,3.7404166666666665
95,3.7424999999999997
96,3.7445833333333334
97,3.7466666666666666
98,3.74875
99,3.7508333333333335
100,3.7529166666666667
101,3.755
102,3.757083333333333
103,3.7591666666666663
104,3.76125
105,3.763333333333333
106,3.7654166666666664
107,3.7675
108,3.7695833333333333
109,3.7716666666666665
110,3.7737499999999997
111,3.775833333333333
112,3.7779166666666666
113,3.78
114,3.7866666666666666
115,3.793333333333333
116,3.8
117,3.8066666666666666
118,3.813333333333333
119,3.82
120,3.8266666666666667
121,3.833333333333333
122,3.84
123,3.8466666666666667
124,3.853333333333333
125,3.86
126,3.8666666666666667
127,3.873333333333333
128,3.88
129,3.8866666666666667
130,3.893333333333333
131,3.9
132,3.9066666666666667
133,3.913333333333333
134,3.92
135,3.9266666666666667
136,3.933333333333333
137,3.94
138,3.935416666666667
139,3.930833333333333
140,3.92625
141,3.921666666666667
142,3.9170833333333333
143,3.9125
144,3.9079166666666665
145,3.9033333333333333
146,3.89875
147,3.8941666666666666
148,3.8895833333333334
149,3.885
150,3.8804166666666666
151,3.8758333333333335
152,3.87125
153,3.8666666666666667
154,3.8620833333333335
155,3.8575
156,3.8529166666666668
157,3.8483333333333336
158,3.84375
159,3.839166666666667
