HOUR,TOTALLOAD,NGPRICE,SOLAR,WIND,PRICE
0,22.313266751296432,5.1509374999999995,0.0,0.0233488231642872,81.37716106710933
1,21.49689518560258,5.1775,0.0,0.0261504135281585,75.36186535164894
2,20.877691780549835,5.2040625,0.0,0.0315002768038383,78.6221874074718
3,20.52328044620613,5.230625,0.0,0.0409015417134996,75.89398148989775
4,20.503395028001226,5.2571875,0.0,0.0731449948833229,74.65950969562299
5,20.8833568124803,5.2837499999999995,0.0,0.0955526849972319,80.43868458398758
6,21.598393674356743,5.3103125,0.0003037182937647,0.1029626398698183,82.6433832234801
7,21.422315232926163,5.336875,0.0768219338736111,0.1196211981412202,78.83893137888563
8,20.950335217209204,5.3634375,0.2812927573711828,0.1369055008471875,69.35420965357173
9,20.449423074133083,5.39,0.444327083552602,0.1691892163934976,52.86173734599027
10,20.029526668307447,5.4165624999999995,0.5005179750109009,0.1829086211813652,45.35755172115109
11,19.65655946406905,5.443125,0.5129967372836759,0.2135751312721233,41.360660018412446
12,19.590583037776824,5.4696875,0.5141988302335023,0.2936284789209683,33.77849639006461
13,19.638061400622632,5.49625,0.5060683516516562,0.3650237380261369,27.605999012578792
14,20.09189019158279,5.5228125,0.4436038731600235,0.4040832760153668,36.90575480979725
15,20.99912385954913,5.5493749999999995,0.2579635838758665,0.422788505091513,61.02786404214733
16,22.80320530360929,5.5759375,0.0587055887173164,0.4346910701404151,84.39784678059124
17,25.79481424888924,5.6025,1.879444887158129e-05,0.4381603449143585,95.43097304344992
18,26.236763814729898,5.6290625,0.0,0.4340888120921337,94.8380689408046
19,25.877265512938425,5.655625,0.0,0.424340284185274,93.27001073535382
20,25.23426512001451,5.6821875,0.0,0.4090540019124629,93.0027208518325
21,24.351666633419256,5.70875,0.0,0.3940394906809374,86.32163637514024
22,23.05826662219286,5.7353125,0.0,0.3859383650119948,77.08211491787024
23,21.704728635949515,5.761875,0.0,0.3835293328188696,73.50271141141046
24,20.89356928500801,5.7884375,0.0,0.4000100655941217,69.79699848712674
25,20.20264734646822,5.815,0.0,0.3800432820547233,71.63893470703069
26,19.80228952015786,5.8415625,0.0,0.3533426160479122,65.64611614416138
27,19.768212618902663,5.868125,0.0,0.3233001727926991,70.68307441624
28,20.26576235357108,5.8946875,0.0,0.2758174101226325,70.93159643097223
29,21.805456372060085,5.921250000000001,0.0,0.2396131456659229,86.90642987962156
30,24.3165492160952,5.9478125,0.0003413071915079,0.2352279018269053,103.39167738815588
31,25.516745963894177,5.974375,0.0821392593483588,0.2296817594658524,103.87036876716732
32,25.17293247839998,6.0009375,0.294931513028312,0.1835578520022144,95.65090035544009
33,24.251969778969503,6.0275,0.4628358568013352,0.1236759549732423,76.77811973344282
34,23.43562711649978,6.054062500000001,0.5226615946713979,0.0814205908503749,72.62062157832318
35,22.7553030268095,6.080625,0.5352358327444408,0.0565921253501987,65.54275445970936
36,22.46632859190749,6.1071875,0.5411651054744472,0.047140532469929,64.2437854172361
37,22.54332678100321,6.13375,0.531979882421928,0.0410558808233656,65.33544978513488
38,22.88626353536531,6.1603125,0.4581710745914087,0.0351222130886275,71.97321314876677
39,23.46443399655436,6.186875000000001,0.2676645266054219,0.0331879414182422,86.38718550979004
40,24.821816111607664,6.2134375,0.0640605030898074,0.0295089667667634,107.55343845152557
41,27.324777515252787,6.24,0.0004074636515358,0.0267224747940747,170.15820451801162
42,27.74610944787713,6.24,0.0,0.0266620812293445,121.62623974643448
43,27.2786287007172,6.24,0.0,0.0225200892482678,112.6185208455654
44,26.549708656847884,6.24,0.0,0.017628210505125,103.9010949240344
45,25.4065765078995,6.24,0.0,0.0157694307906524,100.87199411894204
46,23.775423053839216,6.24,0.0,0.0144189635793252,92.06202987091852
47,22.213936004352387,6.24,0.0,0.0143099196430069,84.7766089467286
48,21.31459291657492,6.24,0.0,0.0267409283832978,74.02051635767701
49,20.620385644891773,6.24,0.0,0.0271636833364089,72.16947301560255
50,20.17502549860318,6.24,0.0,0.0259608448388666,70.59931103724917
51,20.11435763114376,6.24,0.0,0.024066835544968,71.23622828351492
52,20.67132276022573,6.24,0.0,0.0239041084400006,72.88218144880713
53,22.162305211639183,6.24,0.0,0.0243788689627405,78.59442314140179
54,24.51396787134549,6.24,0.0003398036355981,0.0233085607878005,99.3308143804444
55,25.559089187251995,6.24,0.0738133184982483,0.0218205304568102,94.34257505979468
56,24.98547580106824,6.24,0.2640702762032206,0.0196279085373014,75.24114754075038
57,24.06157460718403,6.24,0.4182208422920207,0.0170544716401885,71.72563229559623
58,23.265753233850177,6.24,0.4817250296952293,0.0152376319012229,67.78069824730761
59,22.655105183141405,6.24,0.4989933693184382,0.0136959184015836,55.37175986858553
60,22.3312830943406,6.24,0.5068389240553911,0.0127933701286718,50.21950930519928
61,22.397298058265,6.24,0.501094588702281,0.01254508547367,50.51591983468835
62,22.653293914428943,6.24,0.4321557984633659,0.0127866597325907,63.207262044363674
63,23.279000544912066,6.24,0.2555165466327865,0.0129930044120854,73.5806063712519
64,24.598981887934645,6.24,0.0625268760618863,0.0144541931587511,98.5029243808218
65,26.900670873111487,6.24,2.255333864589755e-06,0.0189367377409451,131.0915292536216
66,27.12920866634715,6.17375,0.0,0.0213239611468066,106.9522576633818
67,26.478173177113693,6.1075,0.0,0.0227264339277625,97.2343770017692
68,25.700050211358526,6.04125,0.0,0.0249844822090623,93.54153584590276
69,24.73263039633501,5.9750000000000005,0.0,0.0287590800046972,88.70797919603984
70,23.41719649390968,5.90875,0.0,0.0344931134560217,81.41619159069725
