HOUR,TOTALLOAD,COAL,HYDRO,NATURALGAS,NGPRICE,NUCLEAR,OTHER,PETROLEUM,SOLAR,WIND,PRICE
0,41.13982,0.018,1.898,15.96,5.1509374999999995,2.249,-0.027,0.087,10.427,0.802,81.37716106710933
1,38.545190000000005,0.019,2.851,17.286,5.1775,2.249,-0.015,0.087,10.44,1.016,75.36186535164894
2,35.2593,0.018,3.283,19.264,5.2040625,2.251,0.001,0.087,9.301,1.115,78.6221874074718
3,32.00766,0.017,3.514,21.401,5.230625,2.253,-0.082,0.086,8.38,1.214,75.89398148989775
4,29.47751,0.018,3.833,22.649,5.2571875,2.252,0.019,0.087,7.987,1.274,74.65950969562299
5,27.72376,0.017,4.265,23.349,5.2837499999999995,2.245,-0.002,0.086,6.032,1.531,80.43868458398758
6,26.5087,0.016,4.42,24.869,5.3103125,2.245,0.086,0.087,3.093,1.542,82.6433832234801
7,25.81471,0.016,4.55,24.744,5.336875,2.247,0.081,0.087,0.332,1.6,78.83893137888563
8,25.79467,0.017,4.38,24.018,5.3634375,2.249,-0.106,0.087,-0.042,1.703,69.35420965357173
9,26.72,0.016,4.192,21.201,5.39,2.25,0.017,0.083,-0.039,1.761,52.86173734599027
10,28.33477,0.016,3.399,19.032,5.4165624999999995,2.25,-0.016,0.083,-0.039,1.47,45.35755172115109
11,29.53362,0.015,2.546,16.103,5.443125,2.248,0.0,0.08,-0.04,1.685,41.360660018412446
12,30.62267,0.015,1.831,13.401,5.4696875,2.249,-0.009,0.081,-0.039,1.566,33.77849639006461
13,31.72327,0.015,1.381,12.176,5.49625,2.25,-0.015,0.081,-0.039,1.636,27.605999012578792
14,33.29976,0.014,1.337,11.144,5.5228125,2.25,-0.016,0.081,-0.038,1.621,36.90575480979725
15,35.26063,0.013,0.927,10.948,5.5493749999999995,2.253,-0.038,0.081,-0.038,1.664,61.02786404214733
16,37.47363,0.014,0.927,10.807,5.5759375,2.251,-0.058,0.081,-0.039,1.724,84.39784678059124
17,39.81357,0.014,1.085,11.322,5.6025,2.249,-0.032,0.082,-0.04,2.028,95.43097304344992
18,41.740199999999994,0.017,1.573,12.243,5.6290625,2.245,-0.017,0.081,-0.043,1.815,94.8380689408046
19,43.4271,0.015,1.76,12.437,5.655625,2.246,0.008,0.082,1.088,1.47,93.27001073535382
20,44.15671,0.015,0.967,12.13,5.6821875,2.247,-0.158,0.083,5.411,1.32,93.0027208518325
21,44.521730000000005,0.015,0.909,11.547,5.70875,2.245,-0.051,0.082,8.036,1.323,86.32163637514024
22,43.87243,0.014,1.336,11.753,5.7353125,2.245,-0.123,0.082,9.557,1.178,77.08211491787024
23,42.24548,0.016,1.481,12.06,5.761875,2.245,-0.018,0.083,10.281,1.096,73.50271141141046
24,40.92292,0.015,1.751,14.242,5.7884375,2.247,-0.016,0.084,10.37,1.213,69.79699848712674
25,38.51577,0.015,2.166,16.208,5.815,2.248,0.001,0.084,10.508,1.148,71.63893470703069
26,35.07493,0.015,2.772,17.582,5.8415625,2.248,-0.003,0.086,10.335,1.367,65.64611614416138
27,31.88284,0.014,3.308,18.391,5.868125,2.248,-0.003,0.085,9.982,1.683,70.68307441624
28,29.86013,0.013,3.6,19.76,5.8946875,2.249,-0.019,0.082,9.151,1.948,70.93159643097223
29,27.96954,0.015,4.353,20.796,5.921250000000001,2.248,0.005,0.087,7.498,1.916,86.90642987962156
30,26.65993,0.015,4.671,22.483,5.9478125,2.247,0.065,0.087,3.953,2.17,103.39167738815588
31,25.90155,0.016,4.734,23.059,5.974375,2.249,0.087,0.087,0.371,2.228,103.87036876716732
32,25.84452,0.014,4.571,21.951,6.0009375,2.248,-0.073,0.088,-0.02,2.21,95.65090035544009
33,26.69968,0.016,3.906,19.316,6.0275,2.248,-0.001,0.087,-0.039,2.446,76.77811973344282
34,28.0247,0.015,3.236,16.767,6.054062500000001,2.247,-0.002,0.087,-0.039,2.696,72.62062157832318
35,29.44094,0.016,2.965,14.283,6.080625,2.25,-0.03,0.088,-0.038,2.384,65.54275445970936
36,31.039669999999997,0.015,1.941,12.689,6.1071875,2.249,-0.009,0.088,-0.038,2.166,64.2437854172361
37,32.169380000000004,0.016,1.558,11.178,6.13375,2.251,-0.034,0.088,-0.039,2.13,65.33544978513488
38,33.71426,0.016,1.578,10.038,6.1603125,2.251,-0.028,0.088,-0.039,2.045,71.97321314876677
39,35.41522,0.016,1.103,9.771,6.186875000000001,2.255,-0.043,0.088,-0.038,1.911,86.38718550979004
40,37.47224,0.016,1.144,9.293,6.2134375,2.254,-0.026,0.088,-0.039,1.758,107.55343845152557
41,39.50396,0.016,1.335,9.751,6.24,2.255,-0.006,0.088,-0.04,1.767,170.15820451801162
42,41.71603,0.013,1.902,10.518,6.24,2.256,-0.016,0.087,-0.044,1.826,121.62623974643448
43,43.31767,0.012,1.555,11.718,6.24,2.257,-0.005,0.087,1.306,1.471,112.6185208455654
44,44.212019999999995,0.011,1.376,10.371,6.24,2.258,-0.027,0.088,5.629,1.27,103.9010949240344
45,44.65173,0.011,1.166,10.605,6.24,2.257,-0.014,0.087,8.523,1.171,100.87199411894204
46,43.98493,0.01,1.039,10.93,6.24,2.256,-0.022,0.087,9.588,0.968,92.06202987091852
47,42.4418,0.011,1.344,11.582,6.24,2.255,0.018,0.087,10.161,0.964,84.7766089467286
48,41.18738,0.011,1.411,13.328,6.24,2.255,-0.004,0.087,9.741,1.187,74.02051635767701
49,38.776230000000005,0.011,1.866,15.176,6.24,2.257,0.01,0.087,9.798,1.266,72.16947301560255
50,35.23353,0.011,2.333,16.428,6.24,2.257,0.104,0.088,9.791,1.496,70.59931103724917
51,31.89134,0.012,3.168,17.275,6.24,2.259,0.006,0.087,9.735,2.195,71.23622828351492
52,28.41836,0.012,3.11,17.424,6.24,2.262,-0.001,0.088,9.088,2.763,72.88218144880713
53,26.88829,0.012,3.557,18.327,6.24,2.261,0.0,0.087,7.377,3.489,78.59442314140179
54,25.73969,0.012,4.094,19.693,6.24,2.261,0.017,0.087,3.718,3.83,99.3308143804444
55,25.04668,0.013,4.398,20.934,6.24,2.261,0.028,0.087,0.274,3.823,94.34257505979468
56,25.03256,0.012,4.066,19.852,6.24,2.259,0.013,0.087,-0.041,3.943,75.24114754075038
57,25.942,0.013,3.318,17.502,6.24,2.26,0.035,0.085,-0.037,3.939,71.72563229559623
58,27.43586,0.014,2.94,15.172,6.24,2.26,0.0,0.087,-0.037,3.846,67.78069824730761
59,28.60781,0.013,2.495,12.626,6.24,2.26,-0.003,0.075,-0.037,3.78,55.37175986858553
60,29.65478,0.013,1.784,10.21,6.24,2.258,0.014,0.08,-0.037,3.898,50.21950930519928
61,30.59255,0.012,1.517,9.093,6.24,2.26,0.005,0.088,-0.037,4.19,50.51591983468835
62,31.87413,0.014,1.486,8.361,6.24,2.259,0.029,0.088,-0.036,4.158,63.207262044363674
63,33.53739,0.013,1.457,7.951,6.24,2.261,-0.018,0.088,-0.04,3.969,73.5806063712519
64,35.409980000000004,0.013,1.457,8.029,6.24,2.259,-0.019,0.088,-0.04,4.02,98.5029243808218
65,37.53502,0.014,1.591,8.326,6.24,2.261,0.004,0.089,-0.041,3.904,131.0915292536216
66,39.34995,0.014,1.898,9.324,6.17375,2.261,0.01,0.088,-0.043,3.141,106.9522576633818
67,40.98068,0.013,1.657,10.018,6.1075,2.262,0.009,0.087,1.044,2.424,97.2343770017692
68,41.91244,0.014,0.842,9.568,6.04125,2.262,-0.028,0.087,5.415,1.923,93.54153584590276
69,42.37039,0.013,0.893,9.746,5.9750000000000005,2.262,-0.02,0.087,8.139,1.571,88.70797919603984
70,41.61791,0.013,1.073,9.853,5.90875,2.262,-0.009,0.088,9.435,1.346,81.41619159069725
71,40.18899,0.012,1.13,11.033,5.8425,2.263,-0.013,0.088,9.646,1.23,75.67383272812837
72,38.75229,0.012,1.347,12.013,5.77625,2.262,0.072,0.087,9.776,1.077,81.1395454540038
73,36.35286,0.013,1.65,15.231,5.71,2.262,0.013,0.084,9.128,1.042,76.43168923507191
74,33.32331,0.013,2.076,17.227,5.643750000000001,2.261,0.02,0.087,9.825,1.033,76.5258053912414
75,30.35609,0.013,2.627,17.907,5.577500000000001,2.263,-0.011,0.087,10.104,1.101,76.57574231645603
76,27.43074,0.013,3.43,18.182,5.51125,2.263,0.006,0.087,9.572,1.405,76.51370869705138
77,25.926119999999997,0.013,3.869,19.386,5.445,2.262,0.003,0.087,8.022,1.673,80.89157706371961
78,24.861369999999997,0.013,4.427,21.145,5.37875,2.262,-0.001,0.087,4.114,1.786,91.60980174052416
79,24.18675,0.013,4.424,21.724,5.3125,2.263,0.001,0.087,0.324,1.893,80.27046579544584
80,24.16145,0.013,4.138,19.829,5.246250000000001,2.263,0.004,0.087,-0.043,2.122,70.22320626846246
81,24.99217,0.013,3.599,18.043,5.180000000000001,2.263,0.012,0.086,-0.038,2.362,56.44069795289161
82,26.30134,0.016,3.011,15.487,5.1137500000000005,2.262,0.016,0.086,-0.037,2.182,45.940518264953816
83,27.25515,0.015,2.759,13.146,5.0475,2.262,-0.002,0.087,-0.038,2.203,36.856897452256334
84,27.95409,0.013,2.089,11.428,4.98125,2.261,-0.004,0.087,-0.039,2.194,35.905050938714034
85,28.79611,0.012,1.673,10.139,4.915000000000001,2.26,-0.016,0.087,-0.039,2.234,34.161521464451994
86,29.70598,0.011,1.474,9.21,4.848750000000001,2.258,-0.011,0.088,-0.041,2.081,47.643854604287014
87,30.98441,0.012,1.392,8.311,4.782500000000001,2.257,-0.003,0.087,-0.041,1.884,70.81932139290653
88,32.34154,0.012,1.426,8.287,4.7162500000000005,2.259,0.014,0.087,-0.041,1.705,90.0386432381643
89,34.34607,0.011,1.545,8.817,4.65,2.262,-0.011,0.087,-0.042,1.474,98.82089858256263
90,36.11496,0.008,2.006,9.235,4.631666666666667,2.263,-0.001,0.087,-0.044,1.408,99.94500534311749
91,37.82772,0.008,1.643,9.396,4.613333333333333,2.264,-0.001,0.087,1.241,1.438,98.21960706952925
92,38.89862,0.009,0.795,9.118,4.595000000000001,2.264,-0.036,0.088,6.117,1.179,94.29233364113362
93,39.30423,0.011,0.825,8.937,4.576666666666667,2.265,-0.037,0.087,9.146,0.998,93.30978865194665
94,38.7876,0.009,0.8,9.042,4.558333333333334,2.261,-0.037,0.087,10.105,0.812,84.1591239185896
95,37.53703,0.009,1.159,9.072,4.54,2.264,-0.007,0.087,10.565,0.914,81.06533209674191
96,36.24685,0.009,1.501,10.389,4.5216666666666665,2.258,-0.024,0.087,10.324,0.981,83.37325401457441
97,34.18635,0.01,1.633,12.06,4.503333333333334,2.254,-0.044,0.087,10.652,1.03,76.28622441134526
98,31.51237,0.009,2.393,13.332,4.485,2.253,0.003,0.087,9.91,1.1,75.94920552859132
99,28.9299,0.008,2.838,15.57,4.466666666666667,2.25,0.01,0.087,8.878,1.168,73.24164980292976
100,26.65438,0.01,3.558,16.683,4.448333333333333,2.251,0.035,0.088,8.708,1.511,73.0128091373259
101,25.03248,0.01,3.953,18.198,4.43,2.254,0.025,0.087,7.113,1.687,75.02456965667098
102,23.895919999999997,0.01,3.872,21.468,4.411666666666667,2.257,0.033,0.087,3.329,2.087,82.55228432055252
103,23.16042,0.01,4.656,21.513,4.3933333333333335,2.26,0.045,0.087,0.235,2.194,77.34098970978113
104,22.86882,0.011,4.296,19.203,4.375,2.261,0.026,0.087,-0.041,2.2,69.8164307052535
105,23.11427,0.01,3.754,16.791,4.3566666666666665,2.26,-0.004,0.086,-0.039,2.017,53.48041266669259
106,23.43628,0.012,2.829,14.778,4.338333333333333,2.26,-0.007,0.086,-0.039,2.196,36.60497064716855
107,23.636740000000003,0.012,2.475,12.1,4.32,2.255,-0.022,0.086,-0.039,2.293,33.74657994063419
108,24.2607,0.012,1.943,11.342,4.301666666666667,2.253,0.013,0.087,-0.038,2.136,32.4492164090603
109,24.85455,0.012,1.208,10.799,4.283333333333333,2.255,0.001,0.085,-0.038,2.097,29.48403154649598
110,25.58214,0.012,0.993,9.574,4.265,2.256,-0.004,0.086,-0.038,2.137,35.375232341924665
111,26.76613,0.012,0.849,8.879,4.246666666666667,2.258,-0.012,0.087,-0.039,1.925,63.21011321027117
112,28.33243,0.013,0.758,8.642,4.2283333333333335,2.259,-0.018,0.087,-0.038,1.788,84.9076518535834
113,30.00509,0.013,0.899,8.585,4.21,2.261,0.026,0.087,-0.042,1.523,94.63322789502396
114,31.78096,0.013,1.265,8.722,4.191666666666666,2.261,-0.024,0.087,-0.054,1.368,93.77245260318684
115,33.442620000000005,0.013,0.839,8.221,4.173333333333334,2.262,-0.019,0.087,1.284,1.036,93.84713654122956
116,34.73222,0.013,0.427,7.414,4.155,2.26,-0.063,0.087,6.075,0.703,90.80732310306732
117,35.37578,0.013,0.437,7.658,4.136666666666667,2.261,-0.029,0.087,8.544,0.486,90.17596978250454
118,35.096230000000006,0.013,0.52,7.407,4.118333333333333,2.259,-0.016,0.086,9.899,0.483,84.06536761831134
119,34.16061,0.01,0.542,7.841,4.1,2.254,-0.008,0.086,10.138,0.408,72.63911263488826
120,33.069480000000006,0.011,0.945,7.852,4.081666666666667,2.254,-0.015,0.085,10.453,0.535,74.03845378979402
121,31.33089,0.011,1.19,8.457,4.0633333333333335,2.253,-0.02,0.085,10.247,0.706,70.11846052289033
122,29.20106,0.011,1.398,9.87,4.045,2.251,-0.011,0.058,10.539,0.925,66.54683543992573
123,27.01887,0.011,1.405,11.037,4.026666666666667,2.25,-0.011,0.054,9.959,1.349,67.26175837092254
124,25.203709999999997,0.011,2.094,12.479,4.008333333333334,2.252,0.038,0.068,8.811,1.813,72.58917570967363
125,23.81313,0.012,2.946,12.385,3.99,2.254,0.013,0.087,8.065,2.01,89.71643380939584
126,22.70686,0.012,3.783,14.501,3.9716666666666662,2.248,0.016,0.087,4.045,2.249,121.71988532182309
127,22.03342,0.012,4.188,15.788,3.9533333333333336,2.248,0.024,0.087,0.26,2.311,123.59282451081816
128,21.68671,0.012,3.679,14.913,3.935000000000001,2.252,0.001,0.087,-0.043,2.749,96.1750996640817
129,21.74318,0.012,3.127,13.342,3.916666666666667,2.257,-0.004,0.087,-0.04,3.036,70.02337552393674
130,21.735349999999997,0.012,2.492,12.58,3.8983333333333334,2.256,-0.024,0.087,-0.039,2.964,65.76340148348199
131,21.65558,0.012,1.981,10.519,3.88,2.258,0.017,0.087,-0.039,2.708,64.22933581914185
132,21.964509999999997,0.013,1.638,9.203,3.8616666666666672,2.258,0.011,0.087,-0.039,2.48,54.07533749857333
133,22.316,0.013,1.269,8.49,3.8433333333333337,2.257,0.015,0.086,-0.039,2.118,52.53639993909029
134,22.77885,0.013,1.005,7.552,3.825,2.256,-0.026,0.086,-0.039,2.27,59.84820106823008
135,23.6213,0.012,0.769,7.095,3.806666666666667,2.254,-0.014,0.086,-0.039,2.269,87.96166575883825
136,25.06045,0.012,0.799,7.019,3.788333333333334,2.254,-0.017,0.087,-0.039,2.304,131.45753037623126
137,26.82307,0.013,0.542,7.19,3.770000000000001,2.251,0.018,0.087,-0.042,2.21,183.9318271611912
138,28.8482,0.013,0.524,7.571,3.751666666666667,2.251,0.021,0.086,-0.044,1.841,142.03712749124267
139,30.743599999999997,0.011,0.242,7.086,3.733333333333334,2.256,-0.014,0.086,1.301,1.419,136.5285642330877
140,32.41832,0.014,0.224,6.569,3.715,2.258,-0.027,0.086,5.746,0.814,123.35584556582788
141,33.84729,0.011,0.116,5.923,3.696666666666667,2.261,-0.025,0.086,8.342,0.515,108.77542601449665
142,34.2363,0.011,0.201,5.917,3.6783333333333337,2.261,0.019,0.086,9.347,0.394,94.92861421928409
143,33.71625,0.011,0.423,5.721,3.66,2.261,-0.014,0.086,10.254,0.315,86.4880835654482
144,32.75288,0.01,0.542,6.122,3.641666666666667,2.259,-0.017,0.086,10.686,0.242,75.4060722638262
145,31.06495,0.011,0.679,7.039,3.6233333333333335,2.259,-0.013,0.064,10.82,0.306,71.43450887958609
146,28.6291,0.01,1.012,8.203,3.605,2.253,-0.007,0.086,10.697,0.304,69.62365867244047
147,26.26172,0.011,1.292,9.927,3.586666666666667,2.25,0.004,0.086,10.167,0.355,70.45063519172379
148,24.43824,0.013,1.934,10.596,3.568333333333334,2.252,0.002,0.081,9.151,0.431,75.39732499754692
149,23.41299,0.011,2.974,10.84,3.5500000000000003,2.254,0.006,0.087,7.751,0.95,92.29931330935524
150,22.60622,0.012,3.681,11.993,3.5316666666666667,2.251,-0.013,0.086,3.822,1.514,111.4461103519177
151,22.07392,0.012,3.836,13.363,3.5133333333333336,2.254,-0.006,0.057,0.242,2.555,114.40232649842348
152,22.27314,0.01,3.6,12.899,3.495,2.256,0.008,0.086,-0.019,3.14,97.24492354750468
153,23.29185,0.012,2.892,12.239,3.476666666666667,2.259,-0.019,0.087,-0.014,3.41,78.56527481421166
154,24.73531,0.011,2.063,11.552,3.4583333333333335,2.259,0.069,0.086,-0.034,3.008,69.63506333607042
155,25.68962,0.011,1.343,10.685,3.4400000000000004,2.263,-0.023,0.086,-0.034,2.497,69.34875645275838
156,26.18206,0.011,1.333,8.84,3.421666666666667,2.259,-0.016,0.087,-0.033,2.393,62.41355835440853
157,26.52057,0.012,0.886,7.785,3.4033333333333333,2.252,0.027,0.087,-0.035,2.067,64.15952377624201
158,26.90066,0.011,0.723,7.556,3.385,2.248,0.021,0.088,-0.034,1.491,71.13876269943471
159,27.72787,0.011,0.69,7.573,3.3666666666666667,2.248,-0.03,0.088,-0.035,1.281,86.6616448299137
160,28.91391,0.011,0.773,7.491,3.3483333333333336,2.25,0.002,0.088,-0.035,1.141,105.72802792139603
161,30.5527,0.012,0.84,8.148,3.33,2.253,0.001,0.088,-0.038,1.252,123.40282060024542
162,32.41979,0.01,1.32,8.986,3.3116666666666665,2.254,0.003,0.087,-0.039,1.214,120.77772723612176
163,33.982519999999994,0.011,1.106,8.855,3.2933333333333334,2.257,0.009,0.086,1.313,1.035,114.37951717116364
164,35.44775,0.013,0.747,7.964,3.275,2.258,-0.028,0.087,5.709,0.659,107.95620023748612
165,36.52113,0.011,0.604,7.524,3.256666666666667,2.254,-0.03,0.087,8.683,0.493,98.41235142111988
166,36.69934,0.011,0.627,7.511,3.2383333333333333,2.256,0.005,0.087,9.895,0.359,86.14179147318931
167,35.97453,0.011,0.698,7.769,3.22,2.261,0.005,0.086,10.541,0.159,74.99686075304578
168,34.653589999999994,0.012,0.952,8.33,3.2016666666666667,2.258,-0.005,0.087,10.697,0.323,73.60884121810275
169,32.63893,0.011,1.357,8.982,3.1833333333333336,2.248,-0.019,0.086,10.597,0.334,69.42786938638555
170,30.04863,0.011,1.612,10.477,3.165,2.248,-0.025,0.088,10.641,0.472,67.47321522885744
171,27.61469,0.011,1.899,11.246,3.146666666666667,2.246,-0.001,0.087,10.329,0.693,67.99639033227014
172,24.39691,0.011,3.075,11.254,3.1283333333333334,2.247,-0.003,0.088,9.627,1.14,72.86762112582328
173,23.26681,0.011,3.787,11.948,3.1100000000000003,2.249,0.003,0.087,7.735,1.789,90.39456839581936
174,22.47693,0.01,4.15,14.216,3.091666666666667,2.249,0.003,0.087,3.632,2.07,101.88963889813576
175,22.06534,0.011,4.251,15.411,3.0733333333333333,2.25,0.012,0.088,0.233,2.603,103.64770101415928
176,22.26798,0.011,3.947,14.513,3.055,2.253,0.001,0.087,-0.008,3.081,91.95684122578794
177,23.22228,0.011,3.554,13.032,3.036666666666666,2.255,0.02,0.086,-0.003,3.219,84.05257889356125
178,24.74386,0.012,2.937,11.744,3.0183333333333335,2.255,0.054,0.087,-0.003,3.196,69.66850225273299
179,25.61696,0.01,1.705,11.094,3.0,2.251,-0.053,0.087,-0.033,3.481,69.68511098617466
180,26.12126,0.011,1.896,8.703,2.981666666666667,2.243,-0.049,0.088,-0.033,3.671,60.74285817628821
181,26.37042,0.011,1.634,7.294,2.963333333333334,2.245,0.016,0.088,-0.032,3.73,62.93737012593649
182,26.62257,0.01,1.375,6.497,2.9450000000000003,2.244,0.003,0.088,-0.032,3.424,71.6201668382416
183,27.42235,0.01,1.014,6.765,2.9266666666666667,2.246,-0.019,0.087,-0.032,3.135,84.68204989100067
184,28.44652,0.012,1.147,7.493,2.9083333333333337,2.246,0.023,0.088,-0.033,2.63,104.80992481796277
185,30.05156,0.013,1.37,8.175,2.89,2.246,0.102,0.087,-0.036,2.316,121.03751550837195
186,31.72772,0.011,2.016,8.884,2.8916666666666666,2.248,0.006,0.087,-0.037,1.999,117.28956103870158
187,33.41572,0.012,2.102,8.292,2.8933333333333335,2.251,-0.004,0.087,1.018,1.589,113.5645266211807
188,34.83796,0.011,1.356,7.191,2.895,2.253,-0.017,0.087,4.893,1.286,106.39611422408736
189,35.84801,0.011,0.776,6.953,2.896666666666667,2.257,-0.006,0.088,8.048,1.098,99.13881742185865
190,35.864839999999994,0.011,0.795,7.079,2.8983333333333334,2.247,0.005,0.087,9.536,0.97,86.66103584302084
191,35.2173,0.011,0.816,7.188,2.9000000000000004,2.249,0.005,0.087,10.258,0.84,74.89795574540061
192,33.899089999999994,0.01,0.812,7.335,2.901666666666667,2.251,0.007,0.087,10.539,0.973,75.4834689616644
193,31.946630000000003,0.012,1.412,7.578,2.9033333333333333,2.258,-0.032,0.088,10.608,1.095,72.18879450883969
194,29.27117,0.011,1.541,8.917,2.905,2.254,0.002,0.086,10.363,1.411,70.85943148416817
195,26.82365,0.012,2.122,10.15,2.9066666666666667,2.246,0.001,0.086,10.082,1.686,71.5575242319441
196,24.52976,0.01,2.436,11.111,2.9083333333333337,2.244,-0.006,0.086,9.182,1.757,77.5282808605584
197,23.40352,0.012,3.194,11.761,2.91,2.246,-0.002,0.086,7.289,2.197,90.74019613874056
198,22.60181,0.011,4.0,14.215,2.911666666666666,2.245,0.023,0.087,3.112,2.296,109.54853487498414
199,22.17624,0.01,4.331,14.912,2.9133333333333336,2.244,0.027,0.087,0.121,2.706,110.34099290993116
200,22.39749,0.01,3.943,13.851,2.915,2.244,0.006,0.087,-0.024,3.081,100.90391056837248
201,23.3975,0.011,3.112,13.733,2.916666666666667,2.247,0.003,0.087,-0.02,3.082,92.5221194684753
202,24.87284,0.012,2.302,12.485,2.9183333333333334,2.248,0.019,0.088,-0.02,3.032,78.31434453313038
203,25.754900000000003,0.011,1.96,11.406,2.92,2.251,0.0,0.087,-0.02,2.637,72.10292735694624
204,26.44058,0.012,1.839,9.757,2.921666666666667,2.253,0.018,0.088,-0.02,2.476,64.34573535934557
205,26.61084,0.01,1.492,8.491,2.9233333333333333,2.257,-0.002,0.088,-0.019,2.463,60.58274998591048
206,26.7235,0.011,1.429,7.499,2.9250000000000003,2.255,-0.006,0.088,-0.019,2.457,70.34212479990485
207,27.39759,0.012,1.086,7.516,2.9266666666666667,2.251,-0.009,0.088,-0.02,2.492,85.50180161123686
208,28.1988,0.012,1.091,7.378,2.9283333333333337,2.25,0.007,0.088,-0.021,2.675,108.52654414387318
209,29.645169999999997,0.013,1.283,7.431,2.93,2.248,-0.017,0.088,-0.022,2.579,132.24032766455971
210,31.17263,0.012,1.674,7.988,2.9395833333333337,2.248,-0.003,0.088,-0.024,2.366,117.21390825787476
211,32.81954,0.012,1.382,8.085,2.9491666666666667,2.248,-0.007,0.087,1.209,1.876,118.90448355368028
212,34.186589999999995,0.011,0.858,7.695,2.95875,2.253,-0.007,0.087,5.697,1.364,119.2105825110103
213,35.09822,0.012,0.951,7.247,2.9683333333333337,2.254,0.003,0.088,8.797,1.171,110.63668372763776
214,35.09516000000001,0.012,1.213,7.065,2.9779166666666668,2.258,0.015,0.088,10.052,0.808,93.52678175436208
215,34.41954,0.012,1.093,7.131,2.9875000000000003,2.259,-0.009,0.088,10.55,0.607,85.64250526471022
216,33.21018,0.012,0.98,7.567,2.9970833333333333,2.258,-0.027,0.088,10.696,0.616,80.8178896496834
217,31.44712,0.01,1.316,8.057,3.006666666666667,2.258,-0.015,0.088,10.695,0.519,75.70065583263667
218,28.96242,0.011,1.892,9.09,3.0162500000000003,2.257,0.011,0.088,10.6,0.679,75.82104146886641
219,26.55046,0.01,2.048,10.566,3.025833333333334,2.257,0.008,0.087,10.189,0.993,77.08823246802126
220,25.11852,0.01,2.388,11.358,3.035416666666667,2.252,0.007,0.087,9.437,1.499,89.6763513993566
221,23.922849999999997,0.011,3.245,12.516,3.045,2.255,-0.011,0.088,7.58,2.249,100.82933735521937
222,23.05379,0.01,4.086,14.211,3.0545833333333334,2.255,0.008,0.088,3.209,2.876,141.42556624469785
223,22.59968,0.01,4.1,15.476,3.064166666666667,2.257,0.014,0.087,0.131,3.243,128.78731661959105
224,22.75217,0.011,4.002,14.376,3.07375,2.258,-0.009,0.088,-0.041,3.716,105.43701523027552
225,23.72179,0.011,3.225,13.67,3.0833333333333335,2.258,-0.007,0.087,-0.037,3.759,93.00360665094938
226,25.23983,0.01,2.564,12.763,3.092916666666667,2.259,0.034,0.087,-0.036,3.595,82.43685362313289
227,26.262130000000003,0.012,2.136,10.963,3.1025,2.26,0.003,0.087,-0.036,3.661,80.0992020724398
228,26.89183,0.011,1.864,9.951,3.1120833333333335,2.259,0.035,0.087,-0.036,3.713,73.1358244896839
229,27.20238,0.011,1.781,8.94,3.121666666666667,2.259,-0.004,0.088,-0.035,3.733,65.86640331204276
230,27.73515,0.012,1.703,8.464,3.13125,2.256,-0.025,0.088,-0.034,3.762,69.17848925375883
231,28.62822,0.012,1.711,7.492,3.1408333333333336,2.259,0.008,0.088,-0.036,3.761,92.30227520015232
232,29.84993,0.011,1.818,7.504,3.150416666666666,2.258,0.01,0.088,-0.037,3.428,108.64012019939182
233,31.65659,0.012,1.992,7.998,3.16,2.258,0.014,0.088,-0.038,3.075,140.17919152478987
234,33.396860000000004,0.011,2.378,9.298,3.16,2.258,0.007,0.088,-0.038,2.678,133.92547744077427
235,35.07445,0.011,2.091,10.12,3.16,2.261,0.004,0.089,1.205,2.196,118.77820181707872
236,36.29179,0.012,1.504,9.306,3.16,2.261,-0.01,0.088,5.707,1.541,112.4276864983206
237,37.01777,0.011,1.554,8.656,3.16,2.259,-0.028,0.087,8.819,0.897,105.86978346132074
238,36.75368,0.011,1.469,8.918,3.16,2.259,-0.046,0.088,10.021,0.588,97.80530221382672
239,36.0253,0.01,1.437,9.445,3.16,2.261,-0.042,0.087,10.478,0.444,89.93663793361002
240,34.75011,0.009,1.551,10.625,3.16,2.261,-0.026,0.088,10.629,0.465,87.24594007239176
241,32.76556,0.01,1.484,12.723,3.16,2.263,-0.009,0.088,10.634,0.607,78.70639368602107
242,30.21378,0.01,1.718,14.381,3.16,2.262,0.005,0.088,10.589,0.707,74.62715034663414
243,27.82352,0.009,2.373,15.895,3.16,2.264,-0.022,0.088,10.262,0.87,74.6446448791927
244,27.353669999999997,0.009,2.58,16.384,3.16,2.264,-0.009,0.087,9.454,1.241,77.73893496304362
245,25.84677,0.009,3.097,17.197,3.16,2.263,-0.008,0.088,7.758,2.025,88.56976685258272
246,24.74401,0.009,3.849,18.88,3.16,2.262,0.016,0.088,3.297,2.863,93.32080577846293
247,24.01118,0.01,3.952,20.092,3.16,2.263,0.006,0.088,0.226,3.279,93.48157831817836
248,23.97372,0.011,3.879,18.458,3.16,2.263,0.007,0.088,-0.039,3.737,81.84555503138691
249,24.83507,0.01,3.261,17.49,3.16,2.263,0.007,0.088,-0.036,3.84,61.26010949810673
250,26.16436,0.012,2.536,15.93,3.16,2.263,0.064,0.088,-0.035,3.504,45.56266957915575
251,27.03497,0.012,1.864,13.913,3.16,2.267,0.038,0.088,-0.035,3.364,37.30812905864419
252,27.89786,0.011,1.529,11.458,3.16,2.266,0.062,0.088,-0.034,3.156,27.099654092386977
253,28.811,0.011,1.23,10.629,3.16,2.265,-0.017,0.088,-0.033,2.796,24.0802417151356
