HOUR,TOTALLOAD,COAL,HYDRO,NATURALGAS,NGPRICE,NUCLEAR,OTHER,PETROLEUM,SOLAR,WIND,PRICE
18999,21.677,0.003,0.299,10.153,1.7533333333333334,1.117,-0.188,0.046,-0.043,1.36,43.18682
19000,21.023,0.003,-0.023,10.633,1.7516666666666667,1.117,-0.085,0.046,-0.031,1.146,49.34933
19001,21.106,0.003,0.057,11.167,1.75,1.117,-0.034,0.046,-0.025,1.238,73.0904
19002,21.398,0.004,0.136,11.813,1.75125,1.117,0.15,0.046,-0.026,1.334,85.59632
19003,22.551,0.003,0.771,12.895,1.7525,1.117,0.84,0.046,-0.024,1.18,67.16261
19004,24.339,0.003,0.715,12.934,1.75375,1.117,0.783,0.046,1.384,1.091,60.97887
19005,25.431,0.002,0.613,9.245,1.755,1.117,-0.08,0.046,6.885,0.78,56.579730000000005
19006,24.727,0.001,0.881,7.258,1.75625,1.118,-0.787,0.046,10.391,0.517,49.016769999999994
19007,23.771,0.001,0.801,7.217,1.7575,1.117,-0.958,0.046,11.183,0.467,46.11441000000001
19008,23.061,0.001,0.753,6.589,1.75875,1.116,-0.994,0.046,11.468,0.658,50.77333
19009,22.652,0.001,0.754,6.78,1.76,1.115,-1.077,0.046,11.293,0.696,46.04432
19010,22.614,0.002,0.791,6.495,1.76125,1.115,-0.502,0.046,10.514,1.014,44.95593
19011,22.367,0.003,0.787,6.614,1.7625,1.115,-0.14,0.046,9.79,1.553,44.827940000000005
19012,22.607,0.003,0.873,7.654,1.76375,1.114,0.225,0.046,9.683,1.547,47.63676
19013,23.474,0.003,1.041,10.02,1.765,1.114,0.451,0.046,7.748,1.799,53.98925
19014,24.921,0.004,2.057,12.891,1.76625,1.115,1.695,0.046,1.952,1.756,63.177150000000005
19015,26.326,0.003,2.265,13.81,1.7675,1.116,2.02,0.046,0.008,1.938,48.32267
19016,27.442,0.003,2.257,13.388,1.76875,1.117,1.641,0.046,-0.024,2.235,43.62532
19017,27.305,0.003,1.614,13.12,1.77,1.118,1.419,0.046,-0.023,2.304,36.86778
19018,26.485,0.003,1.409,12.765,1.77125,1.119,0.607,0.046,-0.024,2.786,33.62295
19019,25.622,0.003,0.983,11.552,1.7725,1.121,0.067,0.046,-0.024,3.009,29.13004
19020,24.289,0.002,0.91,10.883,1.77375,1.121,-0.195,0.046,-0.025,2.968,28.60979
19021,23.018,0.003,0.737,10.159,1.775,1.121,-0.29,0.046,-0.025,2.947,28.06437
19022,22.251,0.003,0.651,9.589,1.77625,1.121,-0.271,0.046,-0.025,2.891,33.77745
19023,21.472,0.004,0.273,10.16,1.7775,1.121,-0.507,0.046,-0.025,2.804,43.15022
19024,21.525,0.004,0.277,9.948,1.77875,1.122,-0.218,0.046,-0.025,2.544,51.95633
19025,21.001,0.004,0.32,10.514,1.78,1.123,0.059,0.046,-0.026,2.359,64.80994
19026,21.112,0.003,0.536,11.402,1.7820833333333337,1.123,0.274,0.046,-0.026,2.243,76.74884
19027,22.297,0.003,1.52,11.944,1.784166666666667,1.124,0.707,0.046,-0.025,2.129,63.23496
19028,24.129,0.003,1.488,11.469,1.78625,1.125,0.377,0.046,1.238,2.545,61.10697
19029,25.237,0.003,1.491,8.419,1.788333333333333,1.126,-0.021,0.046,6.741,2.217,56.91225
19030,25.24,0.003,1.151,8.178,1.7904166666666668,1.127,-1.17,0.046,8.7,2.038,51.00511
19031,25.161,0.004,0.735,7.778,1.7925,1.128,-1.586,0.046,9.898,2.049,49.936519999999994
19032,23.714,0.004,0.631,6.874,1.7945833333333334,1.128,-1.423,0.046,10.21,2.142,45.86715
19033,22.679,0.004,0.638,5.76,1.7966666666666666,1.127,-0.708,0.046,9.804,2.063,43.24271
19034,21.847,0.004,0.734,4.787,1.79875,1.122,-0.294,0.046,10.607,2.086,41.95373
19035,21.766,0.004,0.876,4.582,1.8008333333333333,1.12,0.094,0.046,10.525,2.386,42.604519999999994
19036,22.115,0.005,0.786,5.624,1.8029166666666667,1.119,0.441,0.046,9.794,2.476,44.53232
19037,23.078,0.005,1.085,7.893,1.805,1.119,0.509,0.046,7.339,2.34,49.31015
19038,24.919,0.005,2.398,10.603,1.8070833333333336,1.12,1.243,0.046,1.668,2.388,60.08717
19039,26.425,0.003,2.682,11.159,1.8091666666666668,1.121,1.673,0.046,0.039,3.046,49.94692
19040,27.677,0.003,2.719,11.158,1.81125,1.121,1.345,0.046,0.003,3.23,44.892
19041,27.542,0.004,2.42,11.413,1.8133333333333337,1.122,0.752,0.046,-0.041,3.357,43.332339999999995
19042,26.584,0.003,2.225,11.542,1.815416666666667,1.123,0.338,0.046,-0.043,3.484,41.14224
19043,25.479,0.003,1.758,11.153,1.8175,1.125,0.112,0.046,-0.034,3.608,35.4243
19044,23.968,0.003,1.442,10.345,1.819583333333333,1.126,0.075,0.046,-0.025,3.681,29.93612
19045,22.537,0.003,1.159,9.721,1.8216666666666668,1.126,-0.05,0.046,-0.024,3.404,25.62095
19046,21.88,0.003,1.146,8.711,1.82375,1.126,-0.058,0.046,-0.024,3.362,27.84254
19047,21.129,0.004,1.158,8.683,1.8258333333333336,1.127,-0.152,0.046,-0.024,3.025,31.23087
19048,20.755,0.004,1.142,8.905,1.8279166666666664,1.127,0.034,0.046,-0.025,2.191,43.81468
19049,20.599,0.005,1.227,10.079,1.83,1.127,0.068,0.046,-0.025,1.465,55.05185
19050,21.013,0.005,1.389,11.41,1.8325,1.127,0.479,0.046,-0.026,1.09,67.17619
19051,22.191,0.005,2.126,11.64,1.835,1.127,1.284,0.046,-0.03,0.932,59.51902
19052,24.076,0.004,2.408,11.659,1.8375,1.127,0.493,0.046,1.226,0.835,55.69064
19053,25.362,0.003,1.611,9.11,1.84,1.128,0.084,0.046,6.836,0.834,54.093300000000006
19054,24.966,0.004,0.844,7.183,1.8425,1.129,-0.36,0.046,10.465,1.073,47.98125
19055,24.243,0.005,0.438,7.479,1.845,1.129,-0.973,0.046,11.038,1.195,46.09431
19056,23.627,0.004,0.178,7.784,1.8475,1.13,-1.009,0.046,10.999,1.104,44.01666
19057,23.161,0.004,0.209,7.431,1.85,1.128,-0.83,0.046,10.687,0.998,41.10796
19058,22.496,0.004,0.216,7.076,1.8525,1.125,-0.602,0.046,11.24,0.862,40.002300000000005
19059,22.794,0.003,0.387,6.886,1.855,1.126,-0.303,0.046,11.229,0.74,40.44507
19060,23.416,0.004,0.641,6.917,1.8575,1.126,0.249,0.046,10.652,0.745,42.825660000000006
19061,23.903,0.004,0.883,9.468,1.86,1.124,0.622,0.046,7.852,0.769,45.27508
19062,25.169,0.004,2.049,12.27,1.8625,1.121,1.694,0.05,1.718,0.822,48.03941
19063,26.63,0.003,2.09,12.995,1.865,1.122,2.116,0.051,-0.003,0.784,36.63081
19064,27.534,0.003,2.25,13.146,1.8675,1.123,1.957,0.058,-0.044,0.685,21.30696
19065,27.322,0.003,2.009,13.351,1.87,1.124,1.379,0.071,-0.043,0.632,11.84639
19066,26.535,0.003,1.9,13.609,1.8725,1.124,0.73,0.078,-0.044,0.631,8.78977
19067,25.689,0.004,1.387,13.377,1.875,1.125,0.245,0.085,-0.044,0.624,2.4542
19068,24.195,0.004,1.096,12.349,1.8775,1.127,0.044,0.086,-0.045,0.677,0.99776
19069,22.76,0.004,0.796,12.063,1.88,1.128,0.111,0.087,-0.044,0.639,0.15274
19070,22.118,0.004,0.233,12.26,1.8825,1.128,-0.025,0.087,-0.044,0.511,0.16504
19071,22.044,0.005,0.183,12.06,1.885,1.128,-0.208,0.087,-0.044,0.501,5.79986
19072,21.723,0.003,0.099,11.906,1.8875,1.129,-0.173,0.087,-0.044,0.616,34.77509
19073,21.524,0.003,0.153,12.615,1.89,1.128,0.119,0.087,-0.044,0.619,54.95304
19074,21.621,0.003,0.414,12.999,1.8845833333333333,1.127,0.624,0.087,-0.046,0.615,68.51261
19075,22.7,0.003,1.237,13.504,1.8791666666666669,1.126,1.106,0.087,-0.045,0.668,62.13225
19076,24.537,0.002,1.24,13.702,1.87375,1.124,0.717,0.088,1.25,0.662,57.07072
19077,25.637,0.002,0.896,9.484,1.8683333333333332,1.123,0.29,0.088,7.101,0.469,55.4312
19078,24.824,0.002,0.461,7.756,1.8629166666666663,1.122,-0.936,0.089,10.871,0.451,49.4191
19079,24.732,0.002,0.43,8.036,1.8575,1.122,-1.529,0.089,11.521,0.459,45.55828
19080,24.251,0.002,0.336,8.473,1.8520833333333333,1.121,-1.817,0.089,11.355,0.398,44.29319
19081,23.986,0.004,0.301,7.966,1.846666666666667,1.121,-1.353,0.089,11.032,0.428,41.02779
19082,23.658,0.004,0.31,8.039,1.84125,1.121,-1.144,0.089,10.584,0.398,41.6641
19083,23.869,0.004,0.331,7.87,1.8358333333333332,1.12,-0.341,0.09,9.963,0.272,43.11475
19084,23.922,0.003,0.363,8.452,1.8304166666666664,1.12,0.431,0.09,8.586,0.17,44.78629
19085,24.279,0.003,0.979,10.879,1.825,1.121,0.679,0.089,4.965,0.276,46.62807
19086,24.677,0.003,1.725,12.856,1.819583333333333,1.12,1.054,0.09,1.118,0.328,46.4295
19087,25.675,0.003,1.934,13.08,1.8141666666666667,1.117,1.882,0.09,-0.004,0.359,30.11853
19088,26.814,0.003,1.871,13.136,1.80875,1.117,1.374,0.084,-0.043,0.278,0.50125
19089,26.588,0.003,1.596,13.84,1.8033333333333332,1.118,1.017,0.085,-0.042,0.284,0.10558
19090,26.39,0.003,1.178,14.224,1.7979166666666666,1.119,0.524,0.09,-0.043,0.307,0.05853
19091,25.757,0.003,1.056,13.834,1.7925,1.121,0.245,0.09,-0.043,0.403,-1.1853399999999998
19092,24.598,0.003,0.58,13.318,1.7870833333333334,1.123,-0.005,0.09,-0.043,0.493,-1.36
19093,23.348,0.003,0.426,12.807,1.7816666666666667,1.124,0.608,0.09,-0.045,0.705,-2.02933
19094,22.507,0.003,0.396,12.631,1.77625,1.125,0.284,0.09,-0.045,0.756,-2.61029
19095,21.804,0.003,0.279,12.43,1.7708333333333333,1.126,0.221,0.09,-0.045,0.493,0.0158
19096,21.235,0.003,0.234,12.399,1.7654166666666666,1.126,0.01,0.09,-0.044,0.486,20.1333
19097,20.88,0.003,0.242,12.477,1.76,1.125,-0.179,0.085,-0.044,0.577,53.826269999999994
19098,20.882,0.003,0.324,12.617,1.76,1.124,0.185,0.046,-0.045,0.606,65.31786
19099,21.177,0.003,0.699,12.863,1.76,1.124,0.612,0.046,-0.044,0.375,62.110870000000006
19100,21.916,0.003,0.971,12.717,1.76,1.125,0.142,0.046,1.181,0.281,58.82287
19101,22.491,0.003,1.167,7.926,1.76,1.126,-0.053,0.052,6.931,0.11,56.36093
19102,21.806,0.003,0.798,6.311,1.76,1.126,-1.268,0.058,10.787,0.122,50.85049
19103,21.954,0.003,0.657,6.503,1.76,1.125,-1.619,0.074,11.321,0.17,47.93971
19104,21.273,0.004,0.599,6.465,1.76,1.124,-1.66,0.081,11.242,0.181,49.00322
19105,20.541,0.003,0.61,6.289,1.76,1.124,-1.588,0.085,11.173,0.204,49.12453
19106,20.157,0.003,0.609,5.651,1.76,1.123,-1.027,0.087,11.135,0.21,49.083760000000005
19107,19.769,0.003,0.63,5.238,1.76,1.122,-0.274,0.09,11.11,0.131,49.88603
19108,19.785,0.003,0.684,5.297,1.76,1.121,0.367,0.09,10.462,0.255,52.2171
19109,20.628,0.004,1.113,7.95,1.76,1.12,0.494,0.09,7.213,0.66,66.7588
19110,22.23,0.003,2.56,10.864,1.76,1.12,1.229,0.09,1.479,1.154,80.77112
19111,23.671,0.003,2.634,11.599,1.76,1.12,1.579,0.09,0.031,1.44,49.84992
19112,25.005,0.003,2.4,11.129,1.76,1.119,1.182,0.09,-0.022,2.04,20.64126
19113,24.64,0.002,2.55,10.779,1.76,1.119,1.253,0.09,-0.043,1.847,10.41743
19114,23.994,0.002,1.837,10.793,1.76,1.119,1.377,0.09,-0.044,1.557,5.14175
19115,23.377,0.002,1.06,11.428,1.76,1.12,0.873,0.09,-0.045,1.195,3.97034
19116,23.035,0.003,0.593,11.611,1.76,1.121,0.298,0.09,-0.044,1.152,2.95325
19117,22.307,0.003,0.235,10.924,1.76,1.123,0.582,0.091,-0.044,1.138,2.50305
19118,21.531,0.004,0.175,10.655,1.76,1.124,0.191,0.09,-0.044,1.454,3.21858
19119,20.885,0.004,0.133,10.368,1.76,1.126,0.074,0.091,-0.044,1.304,9.8994
19120,20.224,0.003,0.146,10.298,1.76,1.126,-0.09,0.091,-0.044,0.82,44.41733
19121,19.992,0.003,0.163,10.419,1.76,1.127,0.051,0.091,-0.044,0.751,72.52059
19122,19.933,0.003,0.221,10.525,1.76,1.126,0.125,0.091,-0.045,0.577,84.90822
19123,20.068,0.003,0.333,10.551,1.76,1.127,0.471,0.09,-0.045,0.649,76.9534
19124,20.633,0.003,0.679,10.485,1.76,1.127,0.641,0.09,0.691,0.486,69.74434
19125,20.971,0.003,0.537,7.516,1.76,1.127,-0.003,0.09,5.775,0.25,67.58344
19126,20.611,0.004,0.299,5.761,1.76,1.126,-0.747,0.091,10.083,0.237,62.76088
19127,20.573,0.004,0.239,5.614,1.76,1.125,-1.063,0.09,10.461,0.368,52.83707
19128,19.923,0.004,0.222,5.909,1.76,1.125,-1.393,0.09,10.486,0.503,49.6584
19129,19.382,0.004,0.216,5.84,1.76,1.125,-1.47,0.09,10.603,0.532,48.10363
19130,19.327,0.004,0.225,5.651,1.76,1.124,-1.076,0.09,10.77,0.486,48.336580000000005
19131,19.427,0.004,0.229,5.067,1.76,1.124,-0.238,0.09,10.968,0.443,48.49242
19132,19.896,0.004,0.265,5.403,1.76,1.126,0.294,0.09,10.49,0.452,54.28661
19133,20.645,0.004,0.841,7.642,1.76,1.127,0.55,0.09,7.244,0.377,64.83692
19134,22.291,0.004,2.311,10.791,1.76,1.128,1.751,0.09,1.383,0.394,79.98299
19135,24.059,0.003,2.452,11.59,1.76,1.127,1.864,0.09,-0.002,0.481,50.84585
19136,25.501,0.004,2.57,10.965,1.76,1.126,1.693,0.09,-0.016,0.551,26.01115
19137,25.314,0.004,2.408,11.173,1.76,1.126,1.148,0.09,-0.025,0.602,13.54448
19138,24.617,0.004,2.096,11.06,1.76,1.126,0.613,0.09,-0.026,0.713,11.29218
19139,23.866,0.004,1.353,11.078,1.76,1.126,0.292,0.09,-0.027,0.727,8.65899
19140,22.679,0.004,0.394,11.531,1.76,1.127,0.073,0.09,-0.027,0.775,8.46003
19141,22.011,0.004,0.07,11.583,1.76,1.127,0.182,0.09,-0.027,0.662,6.85192
19142,21.289,0.004,0.035,11.269,1.76,1.127,-0.054,0.09,-0.026,0.364,8.66075
19143,20.749,0.004,0.036,11.516,1.76,1.127,-0.448,0.088,-0.026,0.263,18.34015
19144,20.638,0.005,0.014,11.476,1.76,1.128,-0.309,0.09,-0.026,0.244,43.34016
19145,20.49,0.005,0.118,11.865,1.76,1.128,-0.066,0.09,-0.027,0.249,69.35162
19146,20.644,0.004,0.32,12.533,1.7591666666666668,1.128,0.496,0.09,-0.028,0.335,85.1146
19147,21.814,0.003,0.908,13.085,1.7583333333333333,1.127,0.899,0.09,-0.028,0.37,74.182
19148,24.042,0.003,1.549,12.431,1.7575,1.127,0.512,0.09,1.079,0.329,65.98052
19149,24.978,0.003,1.407,9.835,1.7566666666666666,1.127,-0.054,0.09,5.819,0.17,63.99522
19150,24.682,0.004,1.374,8.518,1.7558333333333334,1.126,-0.909,0.09,9.154,0.163,54.646260000000005
19151,24.99,0.004,1.114,9.15,1.755,1.126,-1.45,0.09,9.711,0.193,48.30265
19152,25.122,0.003,0.952,9.059,1.7541666666666669,1.126,-1.473,0.09,9.754,0.199,44.83981
19153,24.866,0.004,1.007,8.788,1.7533333333333334,1.126,-1.214,0.09,9.36,0.232,42.746300000000005
19154,24.641,0.004,0.984,9.051,1.7525,1.126,-0.823,0.089,8.857,0.228,42.43828
19155,25.111,0.003,1.173,9.073,1.7516666666666667,1.127,-0.224,0.09,7.82,0.259,42.490300000000005
19156,25.032,0.003,1.414,9.617,1.7508333333333332,1.126,0.207,0.09,5.773,0.264,46.01137
19157,25.226,0.003,1.541,11.58,1.75,1.127,0.545,0.09,2.535,0.379,57.84988
19158,25.534,0.003,2.346,12.455,1.7491666666666668,1.128,0.773,0.09,0.359,0.425,63.905199999999994
19159,26.33,0.004,2.517,11.9,1.7483333333333333,1.128,0.966,0.09,-0.035,0.448,44.0759
19160,26.691,0.004,2.488,11.226,1.7475,1.127,0.76,0.09,-0.033,0.474,16.19189
19161,26.108,0.003,2.457,11.431,1.7466666666666666,1.127,0.727,0.09,-0.032,0.617,5.24707
19162,25.561,0.003,2.133,11.636,1.7458333333333331,1.127,0.315,0.091,-0.032,0.942,2.84345
19163,25.309,0.003,1.668,11.165,1.745,1.128,0.27,0.09,-0.032,1.26,2.12381
19164,23.742,0.003,1.328,10.406,1.7441666666666666,1.128,-0.061,0.09,-0.033,1.22,1.57438
19165,22.458,0.004,0.731,10.055,1.7433333333333334,1.128,0.181,0.091,-0.033,1.232,1.53625
19166,21.613,0.005,0.414,10.109,1.7425,1.128,0.263,0.091,-0.034,1.35,1.78295
19167,21.263,0.004,0.333,10.34,1.7416666666666667,1.128,-0.142,0.091,-0.033,1.543,4.44852
19168,21.027,0.005,0.335,10.636,1.7408333333333332,1.129,-0.02,0.091,-0.033,1.505,32.03931
19169,21.012,0.005,0.363,10.468,1.74,1.13,0.567,0.09,-0.034,1.369,59.313370000000006
19170,20.961,0.005,0.535,11.165,1.747083333333333,1.13,0.947,0.091,-0.034,1.223,72.86637
19171,22.056,0.004,1.211,11.903,1.7541666666666669,1.129,1.145,0.09,-0.038,1.28,68.81661
19172,23.872,0.003,1.616,12.484,1.76125,1.127,0.474,0.091,0.447,1.39,63.65763
19173,25.086,0.003,1.284,10.576,1.768333333333333,1.127,0.596,0.09,3.941,1.471,60.42368
19174,24.918,0.003,1.031,9.342,1.7754166666666666,1.127,-0.012,0.091,6.27,1.588,51.02122
19175,24.911,0.003,0.844,9.211,1.7825,1.126,-0.75,0.089,7.974,2.039,46.16107
19176,25.155,0.003,0.708,8.683,1.7895833333333333,1.125,-0.954,0.091,8.575,2.412,45.92775
19177,25.347,0.004,0.87,8.614,1.7966666666666666,1.125,-0.678,0.09,8.474,2.466,44.25342
19178,24.966,0.004,0.811,8.615,1.80375,1.125,-0.995,0.09,8.614,2.706,42.85542
19179,25.007,0.003,0.8,8.596,1.8108333333333333,1.125,-1.011,0.09,8.156,3.203,41.91223
19180,24.758,0.003,0.717,8.447,1.8179166666666664,1.125,-0.512,0.09,7.548,3.363,44.44859
19181,24.46,0.003,0.904,9.227,1.825,1.124,0.512,0.09,4.862,3.568,55.5289
19182,24.694,0.004,1.873,11.088,1.8320833333333333,1.124,1.809,0.09,0.67,3.498,68.99288
19183,25.87,0.004,2.087,11.562,1.8391666666666664,1.124,1.905,0.09,-0.038,3.338,47.53342
19184,27.235,0.003,2.166,11.33,1.84625,1.124,1.734,0.09,-0.036,3.125,22.08179
19185,27.021,0.002,1.784,11.393,1.8533333333333333,1.124,0.887,0.046,-0.035,3.155,13.96678
19186,26.428,0.002,1.502,10.791,1.8604166666666664,1.125,0.252,0.046,-0.036,3.428,10.92427
19187,25.437,0.003,1.212,9.761,1.8675,1.126,0.014,0.046,-0.036,3.514,9.39083
19188,23.976,0.002,0.991,9.424,1.8745833333333333,1.124,-0.141,0.046,-0.036,3.405,10.11431
19189,22.59,0.003,0.838,9.173,1.8816666666666664,1.126,-0.574,0.046,-0.037,4.148,7.39843
19190,22.054,0.004,0.794,8.075,1.88875,1.126,-0.474,0.046,-0.037,4.196,10.10763
19191,21.194,0.004,0.77,8.408,1.8958333333333333,1.127,-0.828,0.046,-0.037,3.931,17.24881
19192,21.1,0.004,0.773,8.01,1.9029166666666664,1.128,-0.518,0.046,-0.037,3.804,44.16564
19193,20.575,0.004,0.822,7.988,1.91,1.128,-0.103,0.046,-0.038,3.883,66.89538
19194,20.457,0.004,1.131,8.869,1.9120833333333336,1.128,0.173,0.046,-0.037,3.818,82.00805
19195,21.535,0.004,1.642,9.72,1.9141666666666663,1.129,0.261,0.046,-0.038,3.974,71.69095
19196,23.619,0.004,1.959,10.161,1.91625,1.129,0.607,0.046,0.629,3.895,65.79839
19197,25.158,0.004,1.335,9.909,1.9183333333333332,1.129,0.158,0.046,4.18,3.838,64.76777
19198,25.273,0.005,0.842,9.203,1.9204166666666669,1.129,-1.097,0.045,7.988,3.613,57.27653
19199,25.384,0.006,0.754,8.47,1.9225,1.128,-1.661,0.046,9.509,3.849,50.9496
19200,24.925,0.006,0.643,7.983,1.924583333333333,1.128,-1.34,0.046,9.216,3.847,48.073440000000005
19201,23.981,0.006,0.602,7.89,1.9266666666666663,1.128,-1.3,0.046,8.685,3.791,45.78997
19202,23.072,0.007,0.611,7.7,1.92875,1.128,-1.037,0.046,8.194,3.665,45.57305
19203,22.485,0.006,0.628,7.263,1.9308333333333332,1.127,-0.229,0.046,7.841,3.56,46.23764
19204,22.143,0.008,0.7,7.589,1.9329166666666664,1.127,0.163,0.046,7.591,3.469,52.08758
19205,22.566,0.008,0.888,8.622,1.935,1.129,0.453,0.046,4.602,3.224,62.91676
19206,23.889,0.008,1.984,9.661,1.9370833333333333,1.129,1.977,0.046,0.86,2.753,75.77877
19207,25.479,0.007,2.438,11.096,1.9391666666666667,1.128,2.585,0.046,0.059,2.576,49.17728
19208,27.172,0.007,1.979,11.369,1.94125,1.127,1.983,0.046,0.06,2.494,29.94468
19209,26.987,0.007,1.895,11.116,1.9433333333333336,1.127,1.366,0.046,0.06,2.387,13.78252
19210,26.332,0.007,1.926,10.983,1.9454166666666663,1.128,1.136,0.046,0.018,2.362,9.29066
19211,25.492,0.007,1.501,10.795,1.9475,1.128,0.173,0.046,-0.017,2.444,9.19447
19212,24.186,0.008,1.087,9.924,1.9495833333333332,1.127,0.187,0.046,-0.017,2.538,8.50414
19213,22.719,0.008,0.981,8.892,1.9516666666666669,1.127,0.334,0.046,-0.016,2.577,6.67948
19214,21.762,0.008,0.876,9.186,1.95375,1.127,-0.06,0.046,-0.016,2.763,10.84658
19215,21.151,0.008,0.832,9.144,1.955833333333333,1.128,-0.452,0.046,-0.016,3.478,26.80868
19216,20.81,0.008,0.829,9.189,1.9579166666666663,1.129,-0.459,0.046,-0.016,3.75,45.4806
19217,20.721,0.008,0.838,8.97,1.96,1.129,0.222,0.046,-0.016,3.521,70.41247
19218,20.69,0.008,1.45,10.137,1.9541666666666664,1.129,0.144,0.046,-0.017,3.393,83.99861
19219,21.913,0.007,1.762,11.357,1.9483333333333333,1.129,0.529,0.046,-0.017,3.212,73.09333000000001
19220,24.251,0.007,1.885,11.724,1.9425,1.13,0.402,0.046,0.691,3.221,66.55267
19221,25.906,0.006,1.487,10.222,1.9366666666666663,1.13,0.197,0.046,4.258,3.309,63.80904
19222,25.674,0.007,0.818,8.833,1.9308333333333336,1.129,-0.922,0.046,7.15,3.697,58.02695
19223,24.817,0.007,0.508,7.486,1.925,1.128,-1.194,0.046,8.924,3.813,50.77736
19224,23.728,0.007,0.302,7.759,1.919166666666667,1.129,-1.829,0.046,9.241,3.986,46.62652
19225,23.175,0.007,0.085,8.145,1.913333333333333,1.129,-1.763,0.046,9.32,3.779,46.03136
19226,22.508,0.007,0.24,7.659,1.9075,1.13,-1.218,0.046,8.732,3.594,44.99681
19227,21.746,0.007,0.259,7.43,1.9016666666666664,1.13,-1.056,0.046,9.126,3.402,45.26688
19228,21.836,0.007,0.609,7.428,1.8958333333333333,1.13,-0.196,0.046,8.333,3.197,45.66707
19229,21.765,0.006,0.932,8.402,1.89,1.131,0.292,0.046,6.092,3.318,51.50536
19230,23.164,0.006,1.624,10.252,1.8841666666666668,1.132,1.823,0.046,1.12,3.261,54.95107
19231,25.281,0.005,1.723,11.517,1.8783333333333336,1.132,2.653,0.046,-0.017,3.015,36.57616
19232,27.178,0.005,1.706,11.843,1.8725,1.131,2.377,0.046,-0.015,2.716,13.25306
19233,27.251,0.005,1.603,11.959,1.8666666666666667,1.131,1.612,0.046,-0.015,2.2,10.11874
19234,26.528,0.006,1.581,12.032,1.8608333333333331,1.131,1.118,0.046,-0.016,1.764,7.91271
19235,25.709,0.005,1.446,12.17,1.855,1.13,0.627,0.046,-0.016,1.261,3.85322
19236,24.429,0.004,1.091,12.084,1.8491666666666664,1.13,0.274,0.046,-0.018,0.951,3.51336
19237,23.092,0.004,0.622,12.172,1.8433333333333333,1.13,-0.074,0.046,-0.016,0.885,3.4402399999999997
19238,22.718,0.004,0.522,12.111,1.8375,1.131,-0.3,0.046,-0.016,0.973,3.7762
19239,22.084,0.005,0.478,12.084,1.8316666666666668,1.131,-0.435,0.046,-0.016,1.128,7.85606
19240,21.772,0.004,0.49,11.621,1.8258333333333336,1.131,-0.281,0.046,-0.016,1.249,33.8798
19241,21.564,0.004,0.519,11.418,1.82,1.131,0.021,0.046,-0.018,1.312,60.85222
19242,21.711,0.004,1.279,11.813,1.825,1.131,0.177,0.046,-0.019,1.106,71.12239
19243,22.449,0.004,1.888,13.306,1.83,1.133,0.297,0.051,-0.018,1.14,61.5
19244,24.724,0.004,1.742,13.779,1.835,1.133,0.371,0.065,0.826,0.93,56.78142
19245,26.372,0.004,0.94,11.723,1.84,1.132,-0.047,0.085,5.671,0.759,53.14856
19246,26.361,0.004,0.411,9.02,1.845,1.133,-0.659,0.089,10.027,0.592,49.43349
19247,25.994,0.004,0.223,8.715,1.85,1.132,-1.467,0.09,11.093,0.796,44.478269999999995
19248,25.395,0.004,0.478,7.843,1.855,1.132,-1.547,0.09,11.19,0.718,44.12641000000001
19249,24.01,0.004,0.494,7.881,1.86,1.131,-1.72,0.09,11.024,0.871,42.531949999999995
19250,23.377,0.004,0.501,7.229,1.865,1.131,-1.171,0.091,10.48,0.977,41.56078999999999
19251,22.746,0.003,0.49,6.674,1.87,1.131,-0.627,0.09,9.908,1.142,42.10238
19252,22.41,0.004,0.482,6.886,1.875,1.13,0.241,0.09,8.277,1.103,44.58859
19253,22.58,0.004,0.901,8.769,1.88,1.13,0.425,0.09,4.444,1.383,47.43467
19254,23.458,0.004,1.618,11.212,1.885,1.132,0.981,0.09,0.663,1.561,44.55868
19255,24.813,0.004,1.928,11.893,1.89,1.132,1.577,0.09,-0.016,1.634,21.45513
19256,26.257,0.004,1.839,11.767,1.895,1.131,1.15,0.09,-0.014,1.757,1.92542
19257,26.15,0.003,1.599,11.105,1.9,1.132,0.935,0.09,-0.014,1.895,-0.81217
19258,25.593,0.004,1.448,11.106,1.905,1.132,0.606,0.09,-0.016,2.022,-3.21854
19259,25.003,0.004,1.259,10.574,1.91,1.132,0.202,0.09,-0.016,2.088,-3.98249
19260,23.826,0.004,1.009,9.584,1.915,1.132,-0.039,0.091,-0.016,2.22,-3.62619
19261,22.58,0.004,0.543,9.696,1.92,1.131,0.063,0.09,-0.016,2.092,-3.08086
19262,21.922,0.004,0.171,9.244,1.925,1.131,0.075,0.09,-0.016,1.976,-0.22871
19263,21.476,0.004,0.461,8.67,1.93,1.131,-0.133,0.09,-0.015,1.745,1.45556
19264,20.779,0.004,0.189,8.948,1.935,1.131,-0.173,0.09,-0.016,1.769,22.79344
19265,20.858,0.004,0.404,8.032,1.94,1.132,-0.1,0.09,-0.016,1.92,51.27743
19266,20.646,0.004,0.695,8.143,1.94,1.133,-0.018,0.09,-0.016,1.877,59.22463
19267,20.71,0.005,0.798,8.655,1.94,1.133,0.499,0.09,-0.017,2.047,56.44347
19268,21.576,0.004,1.207,8.417,1.94,1.133,0.596,0.09,0.722,2.231,49.31838
19269,22.349,0.005,0.575,6.579,1.94,1.134,-0.207,0.09,5.247,2.228,43.74288
