HOUR,TOTALLOAD,PRICE,WIND
0,66.239,27120.0,0.4315432311401998
1,64.5087,25870.0,0.4339373062349294
2,63.2415,25140.0,0.4219152600757836
3,62.4817,24290.0,0.4302617981398553
4,62.1371,24080.0,0.433975198070961
5,62.3199,24470.0,0.4325490871512228
6,63.1933,25630.0,0.3899207716155701
7,64.456,25940.0,0.3855012056493282
8,65.88430000000001,26600.0,0.3886462280399586
9,68.04910000000001,29340.0,0.390292800551154
10,70.5619,31170.0,0.3873510161901481
11,72.8995,31450.0,0.3928728901136755
12,74.4515,31250.0,0.3999207716155701
13,74.91,30850.0,0.407137444023424
14,74.7859,30360.0,0.4068480881846365
15,74.958,31170.0,0.4086462280399586
16,75.2564,31390.0,0.4050947295900792
17,76.752,36390.0,0.400313468825353
18,78.49839999999999,42140.0,0.3975818119187047
19,78.1577,38000.0,0.3938201860144678
20,76.8737,35860.0,0.3860075783672063
21,75.8457,35450.0,0.3779882879779538
22,74.193,35970.0,0.3609541853255253
23,71.9825,35100.0,0.3466345160179124
24,69.885,32880.0,0.2922252841887702
25,68.1815,31580.0,0.2843678952807441
26,67.1688,30060.0,0.2760351360661385
27,66.8712,30350.0,0.2700964519462625
28,66.9916,30040.0,0.2631553565277299
29,67.4431,30710.0,0.2521391663796073
30,68.9522,32210.0,0.2399483293145022
31,71.259,34010.0,0.2207750602824664
32,73.50030000000001,35900.0,0.2156217705821564
33,75.8313,39160.0,0.2069135377196004
34,77.78410000000001,41490.0,0.195246296934206
35,78.8725,41450.0,0.1779159490182569
36,79.23,38950.0,0.1793213916637961
37,79.29260000000001,37220.0,0.1716190148122632
38,78.9312,36570.0,0.1725594212883224
39,78.87950000000001,35500.0,0.1842852221839476
40,80.0585,36110.0,0.1990527040992077
41,83.20710000000001,42420.0,0.2244781260764726
42,87.0604,45210.0,0.2556321047192559
43,87.7436,41770.0,0.2913951085084395
44,87.20060000000001,40030.0,0.3158835687220117
45,85.9778,38240.0,0.3358697898725456
46,83.86760000000001,34340.0,0.3414226662073716
47,81.4339,32610.0,0.3505614881157423
48,79.409,33890.0,0.2923699621081639
49,78.1184,32650.0,0.2952187392352738
50,77.4307,33070.0,0.2957871167757492
51,77.4668,33840.0,0.2927075439200826
52,78.11930000000001,34810.0,0.2829211160868067
53,80.1875,36950.0,0.2746262487082328
54,84.1815,49170.0,0.2697037547364795
55,88.8209,68910.0,0.2657285566655184
56,91.3894,60050.0,0.255246296934206
57,91.0966,51130.0,0.2468722011712022
58,89.5571,48770.0,0.2336858422321736
59,87.83500000000001,47080.0,0.2251085084395452
60,85.9542,42870.0,0.2169273165690664
61,84.1044,40180.0,0.2087530141233207
62,82.4627,36690.0,0.2070961074750258
63,81.20960000000001,35140.0,0.2276644850155012
64,81.41010000000001,34970.0,0.2614571133310369
65,84.2536,42790.0,0.2969514295556321
66,88.5802,45620.0,0.3308887357905615
67,89.5667,42580.0,0.3593661729245608
68,88.9952,38580.0,0.3722115053393041
69,87.6588,35820.0,0.3882569755425422
70,85.072,31890.0,0.3985532208060627
71,81.9843,29460.0,0.4089424733034791
72,79.5836,30010.0,0.5354047537030657
73,78.26650000000001,29070.0,0.55177058215639
74,77.57480000000001,28490.0,0.5528384429900103
75,77.7248,28290.0,0.5599483293145022
76,78.1393,28550.0,0.5684050981743024
77,80.34700000000001,29890.0,0.5733275921460558
78,84.7924,37860.0,0.5755563210471926
79,89.9832,53050.0,0.5754013089906992
80,91.9704,40640.0,0.584081984154323
81,91.4181,36010.0,0.5858973475714777
82,89.8456,33540.0,0.5919428177747158
83,87.93769999999999,31450.0,0.5846882535308302
84,85.6041,30120.0,0.5799345504650362
85,83.746,28110.0,0.5690974853599725
86,82.3336,27640.0,0.5659937995177402
87,81.3156,25710.0,0.5823906303823632
88,81.5725,26680.0,0.606737857388908
89,84.03330000000001,30790.0,0.623468825353083
90,86.9907,31790.0,0.6313021012745436
91,87.0548,29870.0,0.6457836720633826
92,85.9112,28470.0,0.6476782638649672
93,84.46180000000001,27480.0,0.6460006889424733
94,81.5067,26240.0,0.6690285911126421
95,78.1316,25340.0,0.668928694454013
96,75.5362,27950.0,0.6619600413365484
97,73.6378,26650.0,0.6638994143988977
98,72.68430000000001,26010.0,0.6626455390974852
99,72.4022,25030.0,0.6704340337581812
100,72.83460000000001,25660.0,0.6711470892180503
101,74.80969999999999,27480.0,0.6744057871167758
102,78.8667,32090.000000000004,0.6837891836031692
103,83.8449,38810.0,0.696631071305546
104,86.3905,35210.0,0.691884257664485
105,86.4376,33270.0,0.6932035825008612
106,85.8133,33010.0,0.7024491904925938
107,85.1851,31710.0,0.7067516362383741
108,84.28710000000001,31070.0,0.7089424733034791
109,83.70760000000001,30490.0,0.7039889769204273
110,83.20400000000001,29920.0,0.6993558387874612
111,82.95739999999999,30270.0,0.6946538064071651
112,83.4037,31890.0,0.6876128143300035
113,85.9662,37690.0,0.6814708921805028
114,89.264,41570.0,0.6666035136066139
115,89.50789999999999,39500.0,0.6588046848088184
116,88.32780000000001,38460.0,0.6433344815707889
117,86.6628,36930.0,0.6297244230106787
118,84.0158,34900.0,0.5996451946262488
119,80.803,32410.000000000004,0.5841543231140199
120,78.162,33400.0,0.5413399931105752
121,76.46430000000001,32720.0,0.5220082673096796
122,75.547,30910.0,0.5083327592146055
123,75.27130000000001,31450.0,0.4955494316224595
124,75.7553,32410.000000000004,0.4877678263864967
125,77.7252,36400.0,0.4783052015156734
126,81.8485,43940.0,0.4643231140199793
127,86.9303,56370.0,0.4587667929727868
128,89.55489999999999,52090.0,0.4436238374095763
129,90.0361,51140.0,0.4296555287633482
130,90.2422,51240.0,0.4121701687909059
131,90.0335,51020.0,0.3848191526007578
132,89.62410000000001,49010.0,0.3628556665518429
133,89.1332,48480.0,0.3417016879090596
134,88.7556,48190.0,0.3181984154323113
135,88.255,47530.0,0.2916947984843265
136,88.2817,53780.0,0.2539131932483637
137,90.0689,66470.0,0.2186565621770582
138,93.1685,82640.0,0.2017568033069238
139,93.2382,76280.0,0.1874612469858766
140,92.3029,72830.0,0.1750327247674819
141,91.405,73370.0,0.1583189803651395
142,89.1546,69530.0,0.1466792972786772
143,86.7127,64870.00000000001,0.13545986910093
144,84.2949,61050.0,0.135060282466414
145,83.05369999999999,59300.0,0.1223355149844988
146,82.46589999999999,58280.0,0.1198725456424388
147,82.7153,59500.0,0.1128556665518429
148,83.36580000000001,61070.0,0.1128625559765759
149,85.35289999999999,64160.0,0.1190423699621081
150,89.53150000000001,71010.0,0.1310575266965208
151,94.3655,97220.0,0.1508818463658284
152,96.8779,85900.0,0.1774715811229762
153,96.7531,76370.0,0.1958491215983465
154,95.5491,66750.0,0.2010540819841543
155,93.8426,62210.0,0.220106786083362
156,91.8393,54300.0,0.2518015845676886
157,89.8772,48530.0,0.2803169135377196
158,88.13289999999999,42770.0,0.307130554598691
159,86.79769999999999,40540.0,0.3472545642438856
160,86.9844,42760.0,0.3853978642783328
161,89.42280000000001,56580.0,0.4242576644850155
162,92.4275,58400.0,0.4596761970375473
163,92.3784,52040.0,0.4990354805373751
164,91.2352,47560.0,0.5243368928694454
165,89.6749,43930.0,0.5403582500861178
166,87.2264,39650.0,0.5473889080261798
167,84.1644,35690.0,0.5547192559421288
168,81.6628,37170.0,0.5560558043403375
169,79.5927,34930.0,0.5663864967275233
170,78.35719999999999,34350.0,0.5820186014467792
171,77.5617,34040.0,0.6044161212538753
172,77.2895,33960.0,0.6204650361694798
173,77.657,33800.0,0.6340337581811919
174,78.7958,34040.0,0.641377884946607
175,80.7285,36230.0,0.6658766792972787
