HOUR,TOTALLOAD,PRICE,WIND
0,66.43004856390657,39145.7748776509,0.564267036884326
1,64.91764405994321,37342.1044045677,0.5449297752075949
2,63.71283394356036,37662.75693311582,0.5215580457100506
3,62.97938719852208,36941.28874388255,0.4779095924300231
4,62.81438155576512,37542.51223491029,0.4463436656767519
5,63.31946842154897,38785.04078303426,0.4144698041221509
6,64.5199993052265,42592.78955954323,0.3748662571307783
7,66.03039178463803,47923.6378466558,0.3412804868501401
8,67.07246346641743,48164.12724306688,0.310116441108774
9,68.4726853331745,52092.12071778141,0.2538270032724596
10,70.35524346614896,55659.380097879286,0.2179865239380163
11,71.62449725671351,57743.62153344209,0.1837901032886393
12,72.09962949356002,56982.07177814029,0.1545623933319067
13,71.88103529444732,55458.97226753671,0.137469402241139
14,71.46657786628052,53494.97553017945,0.1317178064603677
15,71.54875680077993,52653.26264274063,0.1264881340716809
16,72.29736734061117,57182.47960848287,0.1247866638134854
17,74.9682661372499,79227.3409461664,0.1248023215152479
18,78.03585765747596,96061.59869494292,0.1238889555791
19,77.98603796662216,85680.47308319743,0.1257626605566834
20,77.02800020783134,81391.74551386622,0.1279182041659925
21,75.5239088004309,70449.47797716151,0.1324902530806528
22,73.0562539277876,62833.98042414356,0.1375581292177934
23,70.43863943013338,56260.60358890702,0.1449015913444224
24,68.0105772747683,50769.4290375204,0.1633672409563724
25,66.35022517034588,49647.14518760197,0.1905385727482919
26,65.43565695662828,50248.36867862969,0.211697347063398
27,65.20218359058602,49607.063621533445,0.2294688385638755
28,65.95510280738435,46240.212071778136,0.2736026805985417
29,68.19152207787721,49286.41109298533,0.3135089431573233
30,72.69566968383998,58184.51876019576,0.3407585634580556
31,77.87859585555503,73656.00326264274,0.3801272449229901
32,81.0049384926942,69888.33605220228,0.4011190037526291
33,81.96967972840642,68725.97063621534,0.4131388994723354
34,82.9440197934439,71371.35399673735,0.4174238905213492
35,83.28580878365136,67363.19738988581,0.4156702279239452
36,83.41136893043875,60028.27079934748,0.4070167380831841
37,83.51132238427152,57823.78466557912,0.3897462930391077
38,83.41734611557074,57463.05057096248,0.3699706157130256
39,83.06697903044478,56100.27732463296,0.3457220549167792
40,83.10571786413273,59507.21044045678,0.3422095104880505
41,85.06397719402514,82393.78466557912,0.3496103841878089
42,87.687274434194,100831.30505709624,0.3657952285763495
43,87.36352496167554,82914.84502446983,0.3771053084828208
44,85.67620191350484,71170.9461663948,0.3840886434689116
45,83.52712413806874,61751.778140293645,0.3919331520519417
46,80.30094582414374,56420.929853181085,0.3857796752592654
47,76.25976997493137,52452.85481239805,0.3561970573959154
48,73.2078722462095,45999.722675367055,0.3462857321802305
49,71.20846946792089,44276.21533442089,0.3524235512711444
50,70.02526162489683,43715.073409461664,0.349098899263566
51,69.31201364340801,43314.25774877651,0.3460560858877133
52,69.57796403014277,42753.1158238173,0.350716861779028
53,71.6313381401897,46961.68026101142,0.3606438446964753
54,75.60692198901276,55378.80913539968,0.372820317433807
55,80.58106871552644,76461.71288743883,0.3874289531782525
56,82.99506632853662,68605.7259380098,0.3971889206102328
57,82.62697379784684,64637.65089722675,0.4044436557602074
58,82.09855726201582,64236.83523654161,0.4025490738469406
59,81.39269979022222,60268.760195758565,0.3939895302167547
60,80.4265648594546,54416.85154975532,0.381614726590431
61,79.48610532491895,50408.69494290376,0.3834727738662519
62,78.62265234957145,49967.79771615008,0.3864425179672128
63,77.94202861008382,46600.94616639478,0.393744226222475
64,78.08590308766973,48404.616639478,0.4187965490425315
65,80.53800157536361,63034.38825448614,0.4539950626047108
66,84.06521802125631,72653.96411092985,0.477810426985527
67,84.18797114842506,64357.07993474715,0.4844545117667628
68,83.02363707717245,55819.70636215335,0.4908480733197981
69,81.17413503537126,49607.063621533445,0.4855609893579819
70,78.2729821119732,46801.353996737365,0.4770171034295585
71,74.52659239648705,44877.43882544861,0.4533791930020511
72,71.54043388946312,38825.12234910279,0.5220486536986101
73,69.60600478206739,37181.778140293645,0.4964900651882316
74,68.6136939026183,38103.654159869504,0.4599136738709491
75,68.39152713308188,39466.42740619903,0.4222464626642101
76,69.0359835044063,40348.22185970636,0.3932327412982322
77,71.10158679782674,43634.91027732464,0.3769957045704831
78,75.43702859880798,51410.73409461665,0.3440727769977922
79,80.64566942577069,79988.89070146819,0.3146049822807008
80,83.30438811280547,73215.10603588908,0.2834461557732556
81,83.19843784433287,67764.01305057097,0.2521881638213142
82,82.3722318600788,68164.82871125612,0.2206796486411724
83,81.07790137327088,62874.06199021208,0.1879707096592362
84,79.87037257005457,57863.86623164764,0.1646824879044253
85,78.50981212385312,54737.50407830343,0.1541709507878433
86,77.45445126527777,51891.71288743883,0.1499224943762754
87,76.46304334318852,48805.432300163135,0.1553035245486667
88,75.98840184403755,49526.90048939641,0.1770990454021158
89,77.57190442533442,60549.33115823817,0.2200168059332251
90,80.76262203337785,64276.91680261012,0.2737853537857713
91,81.13700582132476,56701.50081566068,0.3107323107114337
92,80.2210733568135,53254.486133768354,0.3274234207902963
93,79.1945678747374,48164.12724306688,0.3425174452893804
94,77.17367078538301,46921.598694942906,0.3520738625984478
95,74.14203070873408,43474.58401305058,0.3529715708328331
96,71.31863026582144,40789.11908646004,0.3646887509851303
97,69.3458549148942,38424.30668841762,0.3764059311374276
98,68.08672013561223,39506.50897226754,0.3645373932014258
99,67.69685848074718,38384.22512234912,0.3692294844962656
100,67.93761439419161,38384.22512234912,0.3684465994081388
101,69.07645954953657,37823.08319738989,0.3679090183142917
102,71.25953563252143,43274.176182708,0.3512387851711125
103,73.86355669600849,49767.38988580752,0.3173763954926695
104,75.82547692910981,55539.13539967374,0.2866403269328128
105,76.36326655492613,59627.45513866231,0.2513165517565331
106,75.1265584883315,58465.08972267537,0.2159040496035991
107,73.24688589300698,54897.83034257749,0.1869373013429088
108,71.1705550735615,52052.03915171288,0.1672764471630853
109,69.2869369471646,49126.08482871126,0.1561177250403185
110,67.68191061054024,45919.559543230025,0.1502460868793678
111,66.68717548687506,45438.58075040783,0.1535655196530253
112,66.94533295900425,47602.98531810766,0.1668380315137344
113,69.21252148300906,55539.13539967374,0.1889310487006717
114,73.08951612879302,62312.92006525286,0.2084196681611073
115,73.76326954054272,55859.78792822187,0.2214103413900907
116,73.27031371059326,53294.56769983688,0.2424177579214922
117,72.45997818341377,49967.79771615008,0.254354145898465
118,70.98365271482842,47322.41435562805,0.2643176634533583
119,68.48419803951246,45358.4176182708,0.2712801215037656
