HOUR,TOTALLOAD,PRICE,WIND
0,70.28644518815526,33348.4861381323,0.3588046401325319
1,68.35450032395563,32900.34654669261,0.3320864332479792
2,67.01925948128908,32706.152723735413,0.2614253996951461
3,66.12318209183027,33318.61016536965,0.225682611606383
4,65.72653325929028,33527.74197470818,0.1918990578276705
5,66.34100788913084,33886.25364785993,0.1754498106956037
6,67.6798209661967,35604.12208171206,0.1543785860985139
7,69.1626001208705,36291.26945525292,0.1268887888679181
8,70.4436838775172,37456.43239299611,0.1242033518792385
9,72.00604838955462,38666.40928988327,0.1400739062517729
10,73.58135344648642,39502.93652723736,0.1399528724720014
11,74.35932572286181,39473.06055447472,0.1175729701311325
12,74.45422640629792,38830.72714007783,0.1123609529897234
13,73.89895024116468,37934.44795719845,0.1129963803335236
14,73.10223128116702,37426.55642023346,0.104592097250642
15,72.46210700207627,37053.1067607004,0.1174670655738324
16,72.64533747018021,37590.874270428016,0.1482625979144366
17,74.99647146284781,42117.08414396888,0.18073747394937
18,77.64897122459908,41235.74294747082,0.1986580379667837
19,77.14571886747822,40339.46376459144,0.2162003714224116
20,76.03247981443816,38591.71935797666,0.2300549569006274
21,74.59005181452831,37800.00607976655,0.2254065032962793
22,72.1007176324522,37008.292801556425,0.2328046930848106
23,70.15829756822534,36097.07563229573,0.2325058909409997
24,67.98437658965948,34214.88934824903,0.2226492025008604
25,66.44037638122411,33826.50170233464,0.201192182730749
26,65.49462983966683,33886.25364785993,0.1843798342593678
27,65.27867569193887,33960.94357976654,0.1683693345789726
28,65.32655369552162,33975.881566147866,0.1698103930193767
29,66.14655758622345,33632.30787937744,0.1643790021521319
30,67.80728432714308,34603.27699416343,0.1815431050459739
31,70.00912910981617,36037.32368677044,0.1754800691405466
32,72.22917719397753,36918.66488326849,0.1708656562867592
33,74.28153151401392,38337.77358949417,0.1674086289520365
34,76.04428328190401,39368.49464980545,0.1620793603364738
35,76.50274686350014,39054.79693579767,0.1657898021475931
36,75.97345241447674,38039.01386186771,0.1796557345426625
37,74.9052436401321,37038.16877431907,0.1826815790369493
38,73.99997906755621,36261.39348249028,0.1729686182102885
39,73.53734955626629,35977.57174124514,0.1643147029566282
40,73.98983593438861,36440.64931906616,0.1573514783141507
41,76.67607570160712,40936.98321984436,0.1718490557474024
42,79.80397445479683,42161.89810311284,0.1962751854275329
43,80.10566222810805,40324.525778210125,0.2167034180695868
44,79.21964747075995,38158.51775291829,0.2419503080687925
45,77.96615545136082,37620.75024319066,0.2599692120322706
46,76.03887964846056,35992.509727626464,0.2664634307781336
47,73.59101357331271,34140.19941634241,0.2811841642428391
48,71.44394975985033,34289.57928015565,0.3028113877657542
49,70.16922558669758,33946.00559338522,0.3069265362779843
50,68.68748288313118,33572.55593385214,0.3224680300617649
51,68.2427648569983,33796.62572957199,0.3332589479895154
52,68.44132071380686,33871.315661478606,0.3117981459137861
53,69.17877077067241,33736.87378404669,0.2940250918154688
54,70.82587270771414,34394.145184824905,0.3091278381475779
55,72.8672285708535,36515.33925097277,0.3080498810464883
56,74.93433470956418,38517.02942607005,0.2904924183683889
57,76.0066892883384,39532.81250000001,0.2947286006603904
58,76.03746081733296,38397.52553501946,0.3084432408307455
59,75.05643468759554,37979.26191634242,0.3018847228893788
60,73.97389672512526,36814.09897859923,0.2689446232634489
61,72.96628512135133,36216.57952334631,0.2129778470359961
62,71.9888211633811,35693.75000000001,0.1886576219131658
63,71.4728697645365,35365.1142996109,0.1905222985827701
64,72.1938070421084,36052.26167315176,0.2202096153773417
65,75.30035288995916,39323.68069066148,0.272870656494786
66,79.07578201947312,40862.29328793776,0.3743650454444019
67,79.75072300566694,39024.92096303503,0.4025470046030658
68,79.24390847677888,37650.62621595331,0.4405780875906334
69,77.85141125740238,36246.45549610895,0.4231340940810699
70,75.5538607807243,35111.168531128416,0.3995854593042827
71,72.68898916827648,33542.6799610895,0.3702234207928468
72,70.58125012110274,33019.8504377432,0.3531311817057441
73,69.31987906076091,32272.951118677054,0.3347340471804802
74,68.76376769716248,31526.051799610905,0.3182772354371777
75,68.96645929576853,32138.509241245145,0.3028189523769899
76,69.90981093088345,32437.268968871605,0.2849626875550798
77,72.36045429249387,33572.55593385214,0.2707676945712567
78,76.94101474245002,39263.92874513619,0.2738275798161043
79,82.49901902511219,44985.17752918288,0.2811312119641891
80,85.3297581894405,42385.96789883269,0.3066239518285556
81,85.60208320225266,41937.828307393,0.3288260858053852
82,84.27841438651343,40563.53356031128,0.3508201929732325
83,82.72204720321398,38770.97519455253,0.3581389543437888
84,81.0740195040181,36664.719114786,0.3853564255698988
85,79.71012028510023,35141.044503891055,0.3849933242305844
